Distance,Distance_36k,Line,bedmap2_bed,Susc,Window_Width,x,y,Depth,Depth_filtered,Depth_36k,binned,counts,rs_basement,rs_basement_filt,filt_clip
88000.0,72000.0,400.0,-764.709235114787,11.22553793325577,21584.831658950003,127454.9215871625,-840192.3143037739,-11927.422851114334,-11927.422851114334,-4791.850619583482,0.0,76.0,-4813.972612354159,-4801.697161086583,-4801.697161086583
93000.0,72000.0,400.0,-755.4372359547135,1.29931576500291,24668.379038799998,120786.027942976,-840201.124740124,-6139.72412084623,-6139.72412084623,-4776.763692601075,0.0,76.0,-4797.7662065547065,-4791.04857006003,-4791.04857006003
98000.0,81000.0,400.0,-751.2898860252275,3.794200204160087,14096.216593599998,113100.4712598265,-840205.2513350134,-7580.862670600945,-7580.862670600945,-4741.497436324395,0.0,63.5,-4770.44417120945,-4769.284349487675,-4769.284349487675
103000.0,90000.0,400.0,-750.488865106584,4.926621202518495,17179.763973449997,109920.814699475,-840206.711247797,-9504.57739221393,-9504.57739221393,-4738.291413026514,0.0,51.0,-4732.006506318392,-4736.404499369518,-4736.404499369518
108000.0,99000.0,400.0,-749.6878441879405,6.0590422008769025,20263.3113533,106741.1581391235,-840208.1711605806,-11428.292113826916,-11428.292113826916,-4735.085389728635,0.0,38.5,-4682.453211881532,-4692.409019705559,-4692.409019705559
113000.0,108000.0,400.0,-748.4147693669295,5.178831508187185,22906.3519646,101604.7133371417,-840210.8922122321,-11794.81982377515,-11794.81982377515,-4725.467319834996,0.0,26.0,-4621.78428789887,-4637.2979104957985,-4637.2979104957985
118000.0,108000.0,400.0,-747.0071224217535,1.43237865981631,22465.84519605,96888.1961798711,-840213.5268640439,-5596.56835914631,-5596.56835914631,-4699.819133451954,0.0,26.0,-4549.999734370405,-4571.071171740235,-4571.071171740235
123000.0,108000.0,400.0,-743.4382563179065,1.9314303284224101,22906.3519646,90810.3378657994,-840214.994620075,-5338.223144311514,-5338.223144311514,-4533.105921962195,0.0,26.0,-4467.099551296139,-4493.728803438869,-4493.728803438869
128000.0,108000.0,400.0,-736.5215812511415,6.21364924465964,10572.1624452,84053.99216991101,-840214.8744555281,-7431.02856416086,-7431.02856416086,-4440.458388754532,0.0,26.0,-4373.08373867607,-4405.270805591702,-4405.270805591702
133000.0,115200.0,400.0,-727.7794963995728,1.346656034411104,10307.858384070001,78618.92494119328,-840213.1353398472,-4622.228222461338,-4622.228222461338,-4437.856929064953,0.0,24.6,-4267.952296510199,-4305.697178198731,-4305.697178198731
138000.0,122400.0,400.0,-721.8151544817546,1.367519065331228,12246.08816569,75250.02901166056,-840212.2001162774,-4780.375878705856,-4780.375878705856,-4437.11365486793,0.0,23.2,-4151.705224798526,-4197.166399563836,-4197.166399563836
143000.0,129600.0,400.0,-715.8508125639364,1.388382096251352,14184.31794731,71881.13308212784,-840211.2648927076,-4938.523534950375,-4938.523534950375,-4436.370380670907,0.0,21.8,-4024.3425235410505,-4086.2888094926343,-4086.2888094926343
148000.0,136800.0,400.0,-709.8864706461181,1.4092451271714759,16122.54772893,68512.23715259512,-840210.3296691378,-5096.671191194892,-5096.671191194892,-4435.627106473884,0.0,20.4,-3898.8150625610297,-3979.809652684738,-3979.809652684738
153000.0,144000.0,400.0,-697.5157695089256,1.6463837560261,18941.79104765,61869.53766014551,-840208.315252271,-6437.8266598984,-6437.8266598984,-4429.309275799191,0.0,19.0,-3801.8340108689267,-3884.4741738397606,-3884.4741738397606
158000.0,144000.0,400.0,-685.868463248331,2.859973583866675,9250.64213955,56090.11355714525,-840205.8859108615,-4348.99584942394,-4348.99584942394,-4421.876533828964,0.0,19.0,-3734.208797828696,-3807.027617657315,-3807.027617657315
163000.0,144000.0,400.0,-672.1214278583805,1.8647805019325099,18501.2842791,50139.961954194456,-840208.796448918,-5662.6384275034,-5662.6384275034,-4414.322397680138,0.0,19.0,-3695.9394234403376,-3754.215228837013,-3754.215228837013
168000.0,144000.0,400.0,-662.1902294840165,5.45622701250935,20703.81812185,45882.57622475695,-840212.4027417391,-10421.03320272905,-10421.03320272905,-4410.363238337828,0.0,19.0,-3687.0258877038514,-3730.62377377459,-3730.62377377459
173000.0,144000.0,400.0,-646.491775220404,10.190823185936331,21144.3248904,40178.5187921974,-840215.7659172815,-11654.8740229988,-11654.8740229988,-4403.764639433975,0.0,19.0,-3707.468190619236,-3736.3881573640397,-3736.3881573640397
178000.0,144000.0,400.0,-633.7590634665439,9.42279268140635,19382.2978162,35106.24932750625,-840218.1632342055,-11100.652343330501,-11100.652343330501,-4399.805480091665,0.0,19.0,-3757.2663321864943,-3771.508379605361,-3771.508379605361
183000.0,180000.0,400.0,-621.9706387054515,7.370103274873245,19822.80458475,30730.8447816137,-840219.4957635325,-11370.532714414901,-11370.532714414901,-4382.649122941652,0.0,115.0,-3836.420312405624,-3835.9844404985547,-3835.9844404985547
188000.0,180000.0,400.0,-610.172000621568,2.9663140402917447,25108.88580735,26163.80934135725,-840222.436142422,-5889.786864995525,-5889.786864995525,-4365.49276579164,0.0,115.0,-3944.9301312766247,-3929.8163400436206,-3929.8163400436206
193000.0,180000.0,400.0,-596.1905670804056,2.36364242633613,20703.81812185,20773.04517674795,-840222.935166648,-5449.33618141704,-5449.33618141704,-4284.989859164655,0.0,115.0,-4082.795788799498,-4053.0040782405576,-4053.0040782405576
198000.0,180000.0,400.0,-581.5153973570195,3.420410813731195,12334.189519399999,11959.100723907586,-840210.784179375,-8232.39746061746,-8232.39746061746,-4250.017284974244,0.0,115.0,-4250.017284974244,-4205.547655089367,-4205.547655089367
203000.0,180000.0,400.0,-578.8335839561157,3.0681477796941223,14756.976746425,9691.092740512728,-840208.1273883416,-9430.665038700929,-9430.665038700929,-4271.406778625846,0.0,115.0,-4446.594619800862,-4387.4470705900485,-4387.4470705900485
208000.0,180000.0,400.0,-575.783717418926,2.6743303756961168,19529.133405716668,4594.479617297573,-840201.6897162363,-9954.628580349427,-9954.628580349427,-4307.05593471185,0.0,115.0,-4672.5277932793515,-4596.642439049431,-4596.642439049431
213000.0,180000.0,400.0,-575.41566428264,2.6327760057351832,21878.502837983335,1765.8744774772767,-840197.9088351647,-9280.324543914452,-9280.324543914452,-4321.315597146251,0.0,115.0,-4927.816805409713,-4812.019932112507,-4812.019932112507
218000.0,216000.0,400.0,-576.047810650935,1.739237763382095,24668.379038799998,-4056.07786651668,-840190.8743134745,-7344.093749710731,-7344.093749710731,-4442.522727838663,0.0,69.0,-5200.10234203292,-5007.830978614633,-5007.830978614633
223000.0,216000.0,400.0,-579.5152485212875,1.88551158205885,16298.75043635,-9294.304160029711,-840186.6877463809,-7437.116943066905,-7437.116943066905,-5084.207537386729,0.0,69.0,-5375.060747177952,-5158.327007391166,-5158.327007391166
228000.0,216000.0,400.0,-584.69530246715,10.020528283704616,21144.3248904,-15721.881345402002,-840202.1850817325,-11254.386718325155,-11254.386718325155,-5212.544499296342,0.0,69.0,-5424.883563987,-5237.759447277464,-5237.759447277464
233000.0,216000.0,400.0,-587.2313407821645,12.726879259828795,17179.76397345,-19121.7224781137,-840213.148032162,-11381.834472226985,-11381.834472226985,-5255.323486599547,0.0,69.0,-5349.570792460059,-5220.3797271088815,-5220.3797271088815
238000.0,216000.0,400.0,-588.9948892361431,8.789500820796276,20703.81812185,-24142.16980941005,-840224.3028601705,-11458.85839800555,-11458.85839800555,-4933.535343518597,0.0,69.0,-5149.122432597134,-5082.499161413948,-5082.499161413948
243000.0,216000.0,400.0,-587.8991634685519,6.36490842666863,16739.2572049,-28928.054126053503,-840230.815628394,-9092.660888321985,-9092.660888321985,-4128.0606498787565,0.0,69.0,-4823.538484398221,-4820.114752465789,-4820.114752465789
248000.0,216000.0,400.0,-589.4578009638169,3.90898486202311,12774.696287949999,-33833.29520551505,-840231.8506487911,-7131.39404268685,-7131.39404268685,-4060.937758742103,0.0,69.0,-4372.818947863323,-4454.705833078237,-4454.705833078237
253000.0,252000.0,400.0,-594.0230118515885,1.2951519122475301,20263.3113533,-39215.2136553969,-840236.0502105395,-5270.523681423239,-5270.523681423239,-3691.76185749051,0.0,144.0,-3800.7542934889975,-4017.8596573892823,-4017.8596573892823
258000.0,252000.0,400.0,-601.8886948445245,8.349229464508355,20263.3113533,-44268.780611768496,-840236.0796728751,-10334.845946872685,-10334.845946872685,-3087.6558372606296,0.0,144.0,-3232.4300476616863,-3541.163479536915,-3541.163479536915
263000.0,252000.0,400.0,-605.7115715387245,5.47175551699776,25108.88580735,-49433.6587688933,-840238.0101219739,-8791.681884426196,-8791.681884426196,-2382.8654803257696,0.0,144.0,-2728.493738326331,-3056.2045536591263,-3056.2045536591263
268000.0,252000.0,400.0,-604.5765948514504,3.2973252690964996,23787.3655017,-53893.64046922675,-840236.5569323545,-6584.154540752699,-6584.154540752699,-2215.0582524841366,0.0,144.0,-2288.9453654829313,-2594.5701338939066,-2594.5701338939066
273000.0,252000.0,400.0,-597.0960457078485,2.641553460851135,11893.68275085,-59304.020198992046,-840226.9336088379,-4493.476074028305,-4493.476074028305,-1984.9568612017501,0.0,144.0,-1913.7849291314888,-2187.2157292964853,-2187.2157292964853
278000.0,252000.0,400.0,-589.8153734067901,3.41281792868423,18501.2842791,-64189.374843078505,-840222.4681044514,-3969.5461424058403,-3969.5461424058403,-1867.9986393124946,0.0,144.0,-1603.0124292720022,-1844.2492611910204,-1844.2492611910204
283000.0,252000.0,400.0,-585.5684021358479,3.71548382823539,21584.831658950003,-69065.25506983695,-840216.442930669,-4132.930175603305,-4132.930175603305,-1441.9365452873494,0.0,144.0,-1356.627865904472,-1562.351719149439,-1562.351719149439
288000.0,270000.0,400.0,-585.1856494684655,1.780673624387005,8369.62860245,-74389.14985551605,-840206.906855023,-2196.399658092315,-2196.399658092315,-1333.3324821044694,0.0,130.0,-1174.6312390288977,-1334.8850823155938,-1334.8850823155938
293000.0,288000.0,400.0,-588.622894428543,2.901578474357905,14977.2301307,-79617.236835894,-840201.3619984156,-3858.0642088159602,-3858.0642088159602,-1116.1243557387093,0.0,116.0,-1037.1084860768406,-1155.211329833339,-1155.211329833339
298000.0,288000.0,400.0,-595.0201841418075,5.634930855706095,10572.1624452,-84296.5772236566,-840198.3674270969,-3215.09265122106,-3215.09265122106,-1074.353562206832,0.0,116.0,-924.1455444798612,-1016.6924408465279,-1016.6924408465279
303000.0,288000.0,400.0,-605.5343794826995,4.3997260332682195,7048.1082968,-89164.2766609572,-840193.976475333,-1769.9401854508449,-1769.9401854508449,-840.437118428321,0.0,116.0,-835.7424142379599,-912.6903944990145,-912.6903944990145
308000.0,288000.0,400.0,-618.094800992151,5.712117914138474,19822.80458475,-94150.1018643553,-840189.636382371,-4243.89440899789,-4243.89440899789,-798.6672466736286,0.0,116.0,-771.8990953511363,-836.567169934652,-836.567169934652
313000.0,288000.0,400.0,-632.5516838411365,1.564647642028925,19382.2978162,-99406.30289659376,-840188.297042792,-2956.5667723237702,-2956.5667723237702,-811.4211448610804,0.0,116.0,-732.6155878193907,-785.0037567253675,-785.0037567253675
318000.0,288000.0,400.0,-641.9674954729635,11.8968986368548,19382.2978162,-103897.5038522585,-840190.3757266955,-8603.401610995184,-8603.401610995184,-815.819040787788,0.0,116.0,-717.891891642723,-756.8835320473231,-756.8835320473231
323000.0,306000.0,400.0,-644.5054947067305,7.42805551803674,21584.831658950003,-109872.97052755,-840190.83570747,-6391.772216540616,-6391.772216540616,-817.1384095658002,0.0,171.5,-727.728006821133,-748.7868385025166,-748.7868385025166
328000.0,324000.0,400.0,-643.7507878761801,11.422955282187685,18501.2842791,-114070.76542465351,-840193.110647102,-4707.636474411505,-4707.636474411505,-819.3373575291539,0.0,227.0,-755.4241964115956,-757.2242297664553,-757.2242297664553
333000.0,324000.0,400.0,-642.1397633214156,6.3803540073559954,14536.72336215,-119327.77875050099,-840195.4027083614,-3000.63342271287,-3000.63342271287,-829.892307753252,0.0,227.0,-787.1622529691208,-778.7062595146473,-778.7062595146473
338000.0,324000.0,400.0,-643.7025206471994,3.508570307954455,14096.2165936,-124199.666411781,-840199.0277749614,-1179.4553923878825,-1179.4553923878825,-850.1226290161069,0.0,227.0,-822.5234429347695,-809.7434814225998,-809.7434814225998
343000.0,324000.0,400.0,-646.4965988788235,4.854849451417175,14096.216593599998,-129188.6311738635,-840203.2103392025,-2322.720580939495,-2322.720580939495,-887.4107886491352,0.0,227.0,-861.5077663085419,-846.8464491658204,-846.8464491658204
348000.0,324000.0,400.0,-645.239368771277,7.952295891862685,23787.3655017,-134108.43967344152,-840206.5244553195,-4446.716796686175,-4446.716796686175,-958.4115740418415,0.0,227.0,-904.1152230904379,-887.6423392436545,-887.6423392436545
353000.0,324000.0,400.0,-640.893107900496,3.28603334614745,18060.77751055,-139074.32806371799,-840219.367448333,-1636.8638915101499,-1636.8638915101499,-999.1992592674387,0.0,227.0,-950.3458132804572,-931.5987135267011,-931.5987135267011
358000.0,324000.0,400.0,-636.7672803593534,6.044043772338125,7048.1082968,-144014.6958889785,-840226.0371579515,-3565.8127439823397,-3565.8127439823397,-1067.1787346434344,0.0,227.0,-1000.1995368786003,-976.3509205334144,-976.3509205334144
363000.0,360000.0,400.0,-632.7865987830105,1.327612976373535,11453.1759823,-149162.986785083,-840232.265201432,-3916.59667951705,-3916.59667951705,-1076.242664693567,0.0,195.0,-1050.9004986674001,-1019.3286869142884,-1019.3286869142884
368000.0,360000.0,400.0,-629.1620283943846,2.57235128695315,19529.133405716668,-153905.66128219,-840235.120367366,-5169.119303171547,-5169.119303171547,-1077.5015438671965,0.0,195.0,-1091.0366849750494,-1057.9617393198166,-1057.9617393198166
373000.0,360000.0,400.0,-626.9572425513084,3.72241068212673,21878.502837983335,-156710.024534957,-840236.5827878701,-5082.941243278704,-5082.941243278704,-1078.0050955366482,0.0,195.0,-1119.3743645937852,-1089.6798044004931,-1089.6798044004931
378000.0,360000.0,400.0,-622.8750795574125,2.539525626506525,14536.72336215,-164188.3814542665,-840232.884780337,-2097.464355361365,-2097.464355361365,-1135.9135375236074,0.0,195.0,-1135.9135375236074,-1111.9126088068117,-1111.9126088068117
383000.0,360000.0,400.0,-621.5134952802315,8.91681957027677,20263.3113533,-169147.766163353,-840238.662916603,-4230.58422833429,-4230.58422833429,-1107.4757800310672,0.0,195.0,-1140.6542037645163,-1122.552528392177,-1122.552528392177
388000.0,360000.0,400.0,-622.0370564720315,1.4818664413806,2643.0406113,-174305.4183363315,-840243.291019155,-1189.190795822545,-1189.190795822545,-1103.445231725038,0.0,195.0,-1133.5963633165109,-1121.6250605715243,-1121.6250605715243
393000.0,360000.0,400.0,-623.053825640277,16.84455469204555,25549.3925759,-179200.352967558,-840247.1851505486,-4875.41381815569,-4875.41381815569,-1096.7276512149892,0.0,195.0,-1114.7400161795927,-1111.499177994531,-1111.499177994531
398000.0,396000.0,400.0,-623.564177379393,9.358273938159751,18060.77751055,-184204.02975773852,-840237.2812622956,-2918.277465684475,-2918.277465684475,-1038.0607814272294,0.0,306.0,-1085.4718780511325,-1095.0638716973897,-1095.0638716973897
403000.0,396000.0,400.0,-625.1854885882365,7.39099487781567,8810.135371,-189211.2925493655,-840233.616767504,-3802.338989091325,-3802.338989091325,-1020.5950721011022,0.0,306.0,-1058.6190691318257,-1075.2081327162925,-1075.2081327162925
408000.0,396000.0,400.0,-625.2048035920145,29.736493225833282,6167.0947596999995,-193192.5855865875,-840228.9366162994,-6194.760986078674,-6194.760986078674,-1019.6993946997624,0.0,306.0,-1037.3016997407594,-1054.8209520874323,-1054.8209520874323
413000.0,396000.0,400.0,-625.0175686028911,43.562573378148144,6607.601528249999,-197446.51806304848,-840223.4041758397,-8101.09558073914,-8101.09558073914,-1019.2515559990925,0.0,306.0,-1021.5197698779338,-1036.7913208470006,-1036.7913208470006
418000.0,396000.0,400.0,-623.2715047240195,5.440197978139805,21584.83165895,-204215.7251328385,-840212.623121407,-3039.90808091463,-3039.90808091463,-1130.0360563120284,0.0,306.0,-1011.2732795433486,-1023.7771107482953,-1023.7771107482953
423000.0,396000.0,400.0,-621.4803846713246,20.556435977890438,20703.81812185,-209261.61586332,-840200.4625816769,-6917.1777341005145,-6917.1777341005145,-1206.6383576001335,0.0,306.0,-1006.562228737004,-1016.4683286397734,-1016.4683286397734
428000.0,396000.0,400.0,-617.5887834687489,2.30061761023606,17620.270742,-214255.3302721475,-840199.167133598,-2653.00305163117,-2653.00305163117,-1232.6052393927116,0.0,306.0,-1007.3866174589004,-1020.6445822274949,-1020.6445822274949
433000.0,432000.0,400.0,-608.6629152538665,2.454322817097495,8369.62860245,-219003.4835836415,-840202.3847797245,-2494.84753405853,-2494.84753405853,-1288.4340352467543,0.0,246.0,-1014.7663764806948,-1044.8052946086061,-1044.8052946086061
438000.0,432000.0,400.0,-593.6840777933845,8.01466523979719,7929.121833900001,-224731.60333442502,-840196.8450807115,-5956.540527102579,-5956.540527102579,-1309.2075406808167,0.0,246.0,-1062.3592212670878,-1097.4498888802534,-1097.4498888802534
443000.0,432000.0,400.0,-583.4262528333305,1.43883775507024,13215.2030565,-229069.711797167,-840196.5280203426,-1756.176879787265,-1756.176879787265,-1322.190981577106,0.0,246.0,-1166.4840441646004,-1187.0777881395834,-1187.0777881395834
448000.0,432000.0,400.0,-570.720501464211,3.74102708627712,11453.1759823,-234145.8825133585,-840196.7025835984,-3126.7484129428703,-3126.7484129428703,-1385.8098419689222,0.0,246.0,-1327.1408451732325,-1322.1884154837428,-1322.1884154837428
453000.0,432000.0,400.0,-553.176202651792,2.360989968622725,17179.763973449997,-239268.75529457198,-840199.419637834,-1934.83984364826,-1934.83984364826,-1991.7109409424638,0.0,246.0,-1544.3296242929846,-1511.111205547935,-1511.111205547935
458000.0,432000.0,400.0,-535.8704191394495,16.711224129332546,22906.3519646,-244245.158622125,-840203.744224117,-7494.767089549276,-7494.767089549276,-2459.293678138196,0.0,246.0,-1818.0503815238562,-1756.565973723247,-1756.565973723247
463000.0,432000.0,400.0,-517.9246676129831,2.030495114184195,18941.79104765,-249223.060423877,-840205.378555872,-4007.3742674045297,-4007.3742674045297,-2733.7444151878644,0.0,246.0,-2148.303116865848,-2043.5211058141504,-2043.5211058141504
468000.0,450000.0,400.0,-500.5078368394855,6.276814972778655,19382.2978162,-253903.3840539805,-840201.00491545,-8637.499267244006,-8637.499267244006,-2876.0522047691743,0.0,186.5,-2535.0878303189593,-2341.91337342959,-2341.91337342959
473000.0,468000.0,400.0,-490.22755350860245,8.070477698237905,11453.1759823,-257656.897558036,-840198.203268544,-6678.074462624445,-6678.074462624445,-2886.217046882125,0.0,127.0,-2888.2148367100226,-2621.679548178509,-2621.679548178509
478000.0,468000.0,400.0,-481.110249333112,83.74543471033175,19382.2978162,-263757.6277959775,-840192.4102104725,-15320.13915959045,-15320.13915959045,-2947.2060995598295,0.0,127.0,-3117.494450865869,-2852.756401669852,-2852.756401669852
483000.0,468000.0,400.0,-481.145413920569,12.86691983210039,13215.2030565,-268669.451391829,-840187.0046412715,-6203.7675778752655,-6203.7675778752655,-3038.6896785763856,0.0,127.0,-3222.9266727864992,-3005.0807055125624,-3005.0807055125624
488000.0,468000.0,400.0,-488.486774696675,39.08799416611252,12774.69628795,-274235.3087244235,-840185.033453245,-7342.926025101396,-7342.926025101396,-2931.9737929798466,0.0,127.0,-3204.5115024719125,-3048.589231315584,-3048.589231315584
493000.0,468000.0,400.0,-488.071567195658,140.64096085113442,15858.243667800001,-279118.3331047215,-840182.218248953,-16058.2041009711,-16058.2041009711,-2612.3485903081432,0.0,127.0,-3062.2489399221104,-2968.2503648833895,-2968.2503648833895
498000.0,468000.0,400.0,-483.1487817017243,115.40565760673796,18648.119868616664,-285435.6693724727,-840158.403877754,-13528.889647933833,-13528.889647933833,-2578.0184759471085,0.0,127.0,-2796.1389851370905,-2776.818397992019,-2776.818397992019
503000.0,468000.0,400.0,-481.2346909801017,101.83938436815994,13949.381004083332,-287439.46895809134,-840155.621997772,-11660.970702686065,-11660.970702686065,-2575.6508818532443,0.0,127.0,-2406.1816381168546,-2513.3533492055967,-2513.3533492055967
508000.0,504000.0,400.0,-485.1302849958585,33.1867966087607,20703.81812185,-294189.500147964,-840148.5692663345,-5618.8642575830345,-5618.8642575830345,-2456.0873801130883,0.0,342.0,-1968.9026495176456,-2217.7123803242507,-2217.7123803242507
513000.0,504000.0,400.0,-477.55436589332,9.636607773668006,9691.1489081,-299221.35655693046,-840152.9138788945,-2478.00610339505,-2478.00610339505,-1809.734192488088,0.0,342.0,-1642.136380067967,-1929.7526531481064,-1929.7526531481064
518000.0,504000.0,400.0,-469.247036872937,5.49059435001247,21144.3248904,-304389.3985756265,-840159.4413641426,-2064.5440672765753,-2064.5440672765753,-1376.4644733108903,0.0,342.0,-1430.6656891838338,-1689.3313294772918,-1689.3313294772918
523000.0,504000.0,400.0,-466.6120798600365,2.72635463853794,11012.66921375,-309240.19819702,-840169.6073266009,-2907.13879380986,-2907.13879380986,-1453.626133720551,0.0,342.0,-1334.490576865246,-1536.305571111934,-1536.305571111934
528000.0,504000.0,400.0,-467.0759434146965,29.60820484581495,24227.87227025,-314273.140599212,-840179.1651693035,-9295.23779261186,-9295.23779261186,-2041.9478034565113,0.0,342.0,-1353.6110431122038,-1497.7782480761186,-1497.7782480761186
533000.0,504000.0,400.0,-463.962503675907,20.8524457651068,22465.845196050002,-319148.858019519,-840181.32761525,-8553.959960606284,-8553.959960606284,-2279.1742831887536,0.0,342.0,-1488.0270879247064,-1570.5396723052825,-1570.5396723052825
538000.0,504000.0,400.0,-456.5450545596495,44.61699178164742,11012.66921375,-324301.2589467515,-840187.897241055,-7906.097167660005,-7906.097167660005,-2933.9193672497413,0.0,342.0,-1737.7387113027548,-1734.11048381875,-1734.11048381875
543000.0,540000.0,400.0,-445.35901618938146,1.30602012509351,8810.135371,-328919.38209327497,-840189.5123675296,-3009.254760603195,-3009.254760603195,-2990.8537223854796,0.0,63.0,-2078.7049254429485,-1966.2305087244852,-1966.2305087244852
548000.0,540000.0,400.0,-429.257293208128,2.72812344152606,21584.83165895,-334793.719345081,-840181.3907076975,-8904.204101219126,-8904.204101219126,-3009.831840764059,0.0,63.0,-2412.090558264641,-2244.6395731304506,-2244.6395731304506
553000.0,540000.0,400.0,-423.740328526573,5.001394379623475,22686.098580325,-338257.57673745597,-840179.7297347607,-9438.055419559974,-9438.055419559974,-3019.3208999533485,0.0,63.0,-2727.210726299657,-2547.077503144608,-2547.077503144608
558000.0,540000.0,400.0,-421.863592733942,6.4266876974067,22906.3519646,-340349.18528929795,-840179.6513825054,-9813.138183218849,-9813.138183218849,-3024.0654295479935,0.0,63.0,-3024.0654295479935,-2851.284124874921,-2851.284124874921
563000.0,540000.0,400.0,-423.13605843462,2.86035787756629,19822.80458475,-349277.52527588303,-840182.095098116,-5181.027587676344,-5181.027587676344,-3307.8178862031955,0.0,63.0,-3302.654668009652,-3139.0060957299193,-3139.0060957299193
568000.0,540000.0,400.0,-432.746623140531,5.814779657759125,20263.3113533,-354280.49090851645,-840186.2134099755,-7992.97656218825,-7992.97656218825,-3820.4029691932374,0.0,63.0,-3562.9784416846333,-3408.1876459662585,-3408.1876459662585
573000.0,558000.0,400.0,-446.90019611515504,6.083360173717895,16298.750436350001,-360998.82923467853,-840192.9582079914,-8442.4809567039,-8442.4809567039,-4040.0822904746838,0.0,57.5,-3805.0367505729364,-3656.0104783061447,-3656.0104783061447
578000.0,576000.0,400.0,-453.48510728230747,3.8063572749563654,23346.858733150002,-364550.26418843155,-840196.5973004,-8826.970214503075,-8826.970214503075,-4076.695510688258,0.0,52.0,-4027.1798596826807,-3879.037644849826,-3879.037644849826
583000.0,576000.0,400.0,-458.2086363698265,1.6816598786468249,13215.203056499999,-369016.791108696,-840201.267475754,-4998.16455057331,-4998.16455057331,-4113.308730901832,0.0,52.0,-4214.147720338973,-4073.8321976975517,-4073.8321976975517
588000.0,576000.0,400.0,-461.62719432698054,22.58780961682325,20263.3113533,-373712.445123338,-840202.2076329745,-14721.609374455,-14721.609374455,-4204.841781435768,0.0,52.0,-4362.228428810081,-4236.957188949571,-4236.957188949571
593000.0,576000.0,400.0,-468.1380880190525,26.9699661291663,22906.3519646,-379120.0671347055,-840199.156602012,-16249.38818299575,-16249.38818299575,-4461.1343229307895,0.0,52.0,-4471.421985096006,-4364.975670706132,-4364.975670706132
598000.0,576000.0,400.0,-460.7946537780585,13.86361301014049,20703.81812185,-383706.9090396405,-840196.343487103,-10135.22729453586,-10135.22729453586,-4188.57443707598,0.0,52.0,-4541.728389196749,-4454.725650899468,-4454.725650899468
603000.0,576000.0,400.0,-448.815880502081,25.584601757958602,22465.845196050002,-389184.594425534,-840192.973842395,-14658.297362738402,-14658.297362738402,-4144.127059147834,0.0,52.0,-4573.1476411123085,-4505.588478907618,-4505.588478907618
608000.0,576000.0,400.0,-435.3082195645805,2.0872040847602,18941.79104765,-394403.6849926955,-840189.337802646,-5280.258300563525,-5280.258300563525,-4010.784925363394,0.0,52.0,-4565.679740842685,-4517.564154730585,-4517.564154730585
613000.0,594000.0,400.0,-421.659641590674,17.18201157426645,22465.84519605,-398648.7780453175,-840189.221045838,-10940.4096675548,-10940.4096675548,-3877.4427915789543,0.0,42.0,-4519.324688387876,-4490.652678368369,-4490.652678368369
618000.0,612000.0,400.0,-390.879075438121,2.23914659265647,13655.709825050002,-405096.9008783065,-840191.9474144145,-4573.275146291166,-4573.275146291166,-3699.653279866368,0.0,32.0,-4434.082483747886,-4424.85404982097,-4424.85404982097
623000.0,612000.0,400.0,-385.62715102713753,13.083111337378416,17620.270742,-409981.0190981755,-840198.8478304275,-10408.27075155763,-10408.27075155763,-3655.2059019382214,0.0,32.0,-4309.953126922713,-4320.168269088389,-4320.168269088389
628000.0,612000.0,400.0,-381.828270987019,1.5323922315268899,17620.270742,-414310.87431048194,-840211.5746898185,-5415.868896261954,-5415.868896261954,-3499.6400791897086,0.0,32.0,-4146.936617912355,-4176.595336170622,-4176.595336170622
633000.0,612000.0,400.0,-380.0416863679045,1.60392008145624,14096.2165936,-418991.04210399,-840232.907641495,-4061.45165998078,-4061.45165998078,-3103.9449539941625,0.0,32.0,-3945.032956716815,-3994.135251067674,-3994.135251067674
638000.0,619200.0,400.0,-401.6458086988088,3.0923079440611763,17708.37209571,-428091.2698723034,-840265.8127972065,-7487.314452830766,-7487.314452830766,-2919.977700756958,0.0,47.0,-3704.242143336091,-3772.788013779542,-3772.788013779542
643000.0,626400.0,400.0,-416.36064430095263,2.681303092012302,16474.95314377,-432053.8461747078,-840267.7196888059,-6636.765624735252,-6636.765624735252,-2910.0335249062978,0.0,62.0,-3424.564177770184,-3512.553624306227,-3512.553624306227
648000.0,633600.0,400.0,-431.0754799030964,2.270298239963428,15241.53419183,-436016.4224771122,-840269.6265804052,-5786.216796639738,-5786.216796639738,-2900.089349055638,0.0,77.0,-3105.999060019094,-3213.4320826477283,-3213.4320826477283
653000.0,640800.0,400.0,-445.7903155052402,1.8592933879145541,14008.115239890001,-439978.9987795166,-840271.5334720046,-4935.667968544224,-4935.667968544224,-2890.145173204978,0.0,92.0,-2748.546790082821,-2875.4233888040467,-2875.4233888040467
18000.0,0.0,400.0,-711.6256394643665,3.1567397504363752,22906.3519646,195832.895732237,-840218.5448186735,-6413.083495836754,-6413.083495836754,-3873.72119123729,1.0,72.0,,,
90000.0,72000.0,400.0,-759.0213848267755,3.2369927167317805,24227.87227025,123868.9218693055,-840196.9943370505,-9427.557128544735,-9427.557128544735,-4808.823925579874,1.0,76.0,,,
198000.0,180000.0,400.0,-581.5153973570195,3.420410813731195,12334.189519399999,11959.100723907586,-840210.784179375,-8232.39746061746,-8232.39746061746,-4250.017284974244,1.0,115.0,,,
