Distance,Distance_36k,Line,ANTOSTRAT_basement,bedmap2_bed,Susc,Window_Width,x,y,Depth,Depth_filtered,Depth_36k,binned,counts,oib_basement,oib_basement_filt,filt_clip
588000.0,576000.0,404.65,,-689.1420292398054,1.54303589178699,8862.07743125,118149.18319664101,-1092337.65522839,-4399.328613094065,-4399.328613094065,-3249.3312468009244,0.0,42.0,-3718.9707018741256,-3651.5576932193258,-3651.5576932193258
593000.0,576000.0,404.65,,-673.5013977975888,5.63154773909679,5494.488007374999,126791.82368760626,-1092390.1506778677,-7736.606322939306,-7736.606322939306,-3831.81973066745,0.0,42.0,-3824.799196944347,-3761.8094976580032,-3761.8094976580032
598000.0,576000.0,404.65,,-660.5617246450095,10.771145418306194,7355.5242679375,133277.69506475914,-1092421.9582245739,-9487.474547976253,-9487.474547976253,-3847.866611410458,0.0,42.0,-3923.071103201143,-3863.8596983215116,-3863.8596983215116
603000.0,576000.0,404.65,,-656.2485002608163,12.48434464470933,7975.869688125,135439.65219047677,-1092432.5607401426,-10071.097289655236,-10071.097289655236,-3850.6751175201366,0.0,42.0,-4013.7864206445147,-3958.307072403215,-3958.307072403215
608000.0,576000.0,404.65,,-651.9352758766231,14.197543871112465,8596.215108312499,137601.60931619437,-1092443.1632557113,-10654.720031334218,-10654.720031334218,-3853.483623629815,0.0,42.0,-4096.945149274462,-4043.579535778168,-4043.579535778168
613000.0,612000.0,404.65,,-639.7560545116095,14.524132841954904,6380.6957505,145318.524656479,-1092360.226664725,-10485.708739836175,-10485.708739836175,-3929.3132885911286,0.0,77.0,-4172.269862480699,-4117.365200027333,-4117.365200027333
618000.0,612000.0,404.65,,-636.291634708963,3.053097320090885,3899.31406975,148544.57068102702,-1092331.330703355,-6677.43554660884,-6677.43554660884,-3940.5473130298415,0.0,77.0,-4230.605482123842,-4177.352176731675,-4177.352176731675
623000.0,612000.0,404.65,,-633.9712699737861,3.79949211482738,9216.5605285,153226.12324332847,-1092465.3503232049,-7346.611816116891,-7346.611816116891,-4198.929875120244,0.0,77.0,-4267.51318243934,-4221.228577472156,-4221.228577472156
628000.0,612000.0,404.65,,-632.9929025719848,2.774319057514533,5494.488007375,157915.3970727255,-1092506.1474242974,-6360.08874486203,-6360.08874486203,-4277.568046191236,0.0,77.0,-4282.992963427192,-4246.682513829739,-4246.682513829739
633000.0,612000.0,404.65,,-633.5036316401645,2.786109097429165,4608.28026425,163658.2792619475,-1092514.16775472,-5837.775878669199,-5837.775878669199,-4276.658222124546,0.0,77.0,-4277.0448250874,-4251.448335153769,-4251.448335153769
638000.0,612000.0,404.65,,-635.0994808459685,3.306183012561945,6735.1788477499995,169485.9307362725,-1092544.7206409401,-5784.18408179606,-5784.18408179606,-4220.092307645481,0.0,77.0,-4249.668767419962,-4234.786237150155,-4234.786237150155
643000.0,612000.0,404.65,,-636.573469397021,3.41268442125323,7089.661945,173153.5206410295,-1092545.7773605501,-5703.45996070511,-5703.45996070511,-4211.389859264086,0.0,77.0,-4200.86479042488,-4199.882509690544,-4199.882509690544
648000.0,624000.0,404.65,,-645.8329679212096,4.24046363676276,6380.6957505,180383.583304131,-1092529.0599875099,-6538.857747134477,-6538.857747134477,-4098.983234337738,0.0,66.33333333333333,-4130.632894102153,-4153.109732518237,-4153.109732518237
653000.0,636000.0,404.65,,-652.2477369864944,3.3468927158278294,6380.6957505,184248.00614808302,-1092564.89186989,-5807.207682055673,-5807.207682055673,-4097.532826274172,0.0,55.66666666666667,-4058.0908176816774,-4100.840485376532,-4100.840485376532
658000.0,648000.0,404.65,,-658.7350168871415,1.65049606461664,7089.661945,188146.5470235605,-1092601.41322999,-4367.788329892035,-4367.788329892035,-4089.5555819245606,0.0,45.0,-4002.356300393351,-4049.4473480087295,-4049.4473480087295
663000.0,648000.0,404.65,,-677.3030235287986,3.1642237946377127,7266.903493625,194655.9983685175,-1092606.66221414,-6799.079711643697,-6799.079711643697,-3950.3164078222458,0.0,45.0,-3963.429342237173,-4005.3029001581267,-4005.3029001581267
668000.0,648000.0,404.65,,-688.5230160413315,5.803187485594098,7621.3865908749995,198111.0181563585,-1092624.6490157,-9052.197143206233,-9052.197143206233,-3950.537616029924,0.0,45.0,-3941.309943213144,-3974.7797215680234,-3974.7797215680234
673000.0,648000.0,404.65,,-704.1120411467734,6.23912746803946,9571.04362575,202656.3125003225,-1092633.21235367,-8574.207763339946,-8574.207763339946,-3964.918537848085,0.0,45.0,-3935.9981033212634,-3961.0641021100687,-3961.0641021100687
678000.0,648000.0,404.65,,-722.859825386394,8.09850497620969,6026.212653250001,208145.52385177749,-1092679.53577301,-9259.81542933183,-9259.81542933183,-3993.680381484408,0.0,45.0,-3947.493822561532,-3963.8332072921426,-3963.8332072921426
683000.0,666000.0,404.65,,-738.38513767869,10.750823966067935,8153.11123675,212260.4702492345,-1092685.1672173152,-9872.034667591855,-9872.034667591855,-3998.4740220904614,0.0,54.0,-3975.7971009339494,-3982.0983564821254,-3982.0983564821254
688000.0,684000.0,404.65,,-764.583971637987,2.045015416886185,7798.6281395,218473.709021961,-1092716.688872685,-5769.857421640305,-5769.857421640305,-4108.727756029698,0.0,63.0,-4018.970931485792,-4014.8506918921407,-4014.8506918921407
693000.0,684000.0,404.65,,-789.3970705664163,1.9682539396708298,8980.238463666667,223179.17122914133,-1092734.2029775032,-5657.48177060253,-5657.48177060253,-4127.103378352905,0.0,63.0,-4073.0202373770703,-4061.081355734313,-4061.081355734313
698000.0,684000.0,404.65,,-808.4400053053326,1.4894238394331998,8743.916398833333,226447.44510900366,-1092730.6906336267,-5118.48014301705,-5118.48014301705,-4128.701258554922,0.0,63.0,-4137.823955673237,-4119.781490220765,-4119.781490220765
703000.0,684000.0,404.65,,-857.9488373009835,1.522471211351025,6735.1788477499995,233885.6367175325,-1092729.90148366,-4911.345947060695,-4911.345947060695,-4238.345709243802,0.0,63.0,-4213.382086374295,-4189.9422375636195,-4189.9422375636195
708000.0,684000.0,404.65,,-893.58347028187,2.51842392501111,8862.07743125,238350.967686982,-1092742.031102275,-5749.91186500037,-5749.91186500037,-4456.668919921716,0.0,63.0,-4299.694629480243,-4270.877574467121,-4270.877574467121
713000.0,684000.0,404.65,,-933.179884330525,1.99353490189582,7089.661945,242865.1021519895,-1092751.42635968,-4988.58935526114,-4988.58935526114,-4647.701729264891,0.0,63.0,-4396.76158499108,-4362.567323775514,-4362.567323775514
718000.0,691200.0,404.65,,-988.400778827902,2.195161315217568,4962.7633615,249827.626456266,-1092764.3985429842,-5218.038085721936,-5218.038085721936,-4775.966615538166,0.0,60.0,-4504.582952906806,-4465.011485488795,-4465.011485488795
723000.0,698400.0,404.65,,-1017.3645145105539,3.372001733338546,4962.7633615,253679.38531505901,-1092771.720086548,-6260.414550529553,-6260.414550529553,-4781.4246958051135,0.0,57.0,-4623.158733227423,-4578.210059606968,-4578.210059606968
18000.0,0.0,404.65,,-766.2230554652485,21.688926441413273,6380.695750499999,-454283.76071540697,-1087506.96099504,-8370.212646159514,-8370.212646159514,-3085.494213725555,1.0,44.0,,,
54000.0,36000.0,404.65,,-608.784458440914,2.180261999600755,2126.8985835,-415954.03438712,-1087977.6707945,-1741.726440334635,-1741.726440334635,-1019.7801512971649,1.0,72.0,,,
90000.0,72000.0,404.65,,-211.34724316090347,1.1862509312385798,3899.3140697500003,-379929.888556067,-1088378.820186285,-2731.6403807300103,-2731.6403807300103,-737.7429931038182,1.0,84.0,,,
126000.0,108000.0,404.65,,-267.05078411894,1.15371938488862,4608.28026425,-343478.6173129165,-1088785.7294035852,-1310.2499999199101,-1310.2499999199101,-1025.743066336024,1.0,51.0,,,
162000.0,144000.0,404.65,,-423.3727494830045,1.5426080879871251,4962.7633614999995,-313230.943166467,-1089102.424701875,-702.332885683175,-702.332885683175,-536.2512131034607,1.0,39.0,,,
198000.0,180000.0,404.65,,-620.7919879264889,1.07891867508932,3190.3478752499996,-271577.86930486455,-1089534.5385135398,-1926.2534178673,-1926.2534178673,-1256.1627928905343,1.0,90.0,,,
234000.0,216000.0,404.65,,-602.694011620858,2.297474131118395,9925.526723,-235884.918058832,-1089858.964295925,-3515.4891355856453,-3515.4891355856453,-617.8551381689091,1.0,73.0,,,
270000.0,252000.0,404.65,,-589.704260299599,4.89835325120598,4962.7633614999995,-199786.93249519,-1090231.1900117649,-2860.932739123965,-2860.932739123965,-1642.5720458068258,1.0,104.0,,,
306000.0,288000.0,404.65,,-573.0484019510959,21.055734371655802,6380.6957505,-170380.10833876499,-1090473.79071124,-6820.627685275735,-6820.627685275735,-1734.7285155301963,1.0,34.0,,,
342000.0,324000.0,404.65,,-586.7133043498125,7.870534428044586,6735.1788477499995,-127493.47783389551,-1090804.69134507,-6917.77880831926,-6917.77880831926,-2019.574023332818,1.0,74.0,,,
378000.0,360000.0,404.65,,-601.535820121519,1.3871819254309399,8862.07743125,-91779.38358362095,-1091049.076724985,-1088.26147453698,-1088.26147453698,-928.4642882632189,1.0,99.0,,,
414000.0,396000.0,404.65,,-660.5495184843305,1.852381771287805,3190.3478752499996,-57211.62050662055,-1091342.43557666,-2828.7395018203897,-2828.7395018203897,-1983.3292235293825,1.0,57.0,,,
450000.0,432000.0,404.65,,-717.5308714929499,2.484035818214,8153.11123675,-18441.0366492801,-1091605.25415718,-3276.158813328315,-3276.158813328315,-939.5188720030716,1.0,60.0,,,
486000.0,468000.0,404.65,,-749.541918216448,5.1207244058595,6380.6957505,15646.087834735701,-1091782.9267744198,-2644.997924678325,-2644.997924678325,-767.298691686004,1.0,116.0,,,
522000.0,504000.0,404.65,,-796.8681413011615,1.81023782341247,5671.729556,51048.1706727645,-1091985.6301121898,-1588.44067373839,-1588.44067373839,-884.6525878252904,1.0,70.0,,,
558000.0,540000.0,404.65,,-724.510928615323,5.02660789144948,4962.7633614999995,95446.10585886441,-1092240.8134524552,-7879.100585629675,-7879.100585629675,-2785.98813463437,1.0,21.0,,,
594000.0,576000.0,404.65,,-664.8749490292025,9.05794619190306,6735.1788477499995,131115.73793904152,-1092411.3557090051,-8903.85180629727,-8903.85180629727,-3845.05810530078,1.0,42.0,,,
630000.0,612000.0,404.65,,-633.1281919939495,2.450265621655775,5317.24645875,159503.276300109,-1092500.291503585,-6042.708251708969,-6042.708251708969,-4283.185058410592,1.0,77.0,,,
666000.0,648000.0,404.65,,-682.913019785065,4.483705640115905,7444.14504225,196383.508262438,-1092615.65561492,-7925.638427424965,-7925.638427424965,-3948.140795726897,1.0,45.0,,,
702000.0,684000.0,404.65,,-845.089208976485,1.352580688478575,8507.594334,232311.586640729,-1092726.4054488852,-5192.4724118947,-5192.4724118947,-4197.4101072416925,1.0,63.0,,,
738000.0,720000.0,404.65,,-1129.9501486673948,1.5447312219084899,6735.1788477499995,271333.438000384,-1092838.28612399,-5336.202148217835,-5336.202148217835,-5043.412548618611,1.0,48.0,,,
