x,y,Line,bedmap2_bed,Distance,Susc,Window_Width,Depth,data/results/rosetta_lindeque_basement_g80kfilt.nc,Distance_36k,Depth_36k
169926.792997,-1030337.37825,590.0,-634.01509175,186061.640625,27.308968498,18098.6166333,-14100.3212885,-3305.32319018,180000.0,-14100.3212885
169844.168,-1030337.39897,590.0,-633.946702988,186144.265625,0.402674373753,17120.3130315,-668.966064395,-3306.14672784,,
169582.98052,-1030337.33436,590.0,-633.730612658,186405.453125,5.22572832682,14185.4022261,-7029.7246091,-3308.70419178,180000.0,-7029.7246091
169371.761833,-1030337.1702,590.0,-633.642317801,186616.671875,26.6656803258,21033.5274387,-13929.273437,-3310.72124122,180000.0,-13929.273437
169264.902488,-1030337.0905,590.0,-633.625886445,186723.53125,40.4514005486,22990.1346423,-16798.8789056,-3311.72468191,180000.0,-16798.8789056
169146.136898,-1030336.99934,590.0,-633.607605956,186842.296875,17.5081477018,19076.9202351,-12501.523437,-3312.82625978,180000.0,-12501.523437
169084.418164,-1030336.95453,590.0,-633.598096149,186904.015625,6.16510109301,41577.9030765,-8972.49414028,-3313.39304732,,
168905.246309,-1030336.87824,590.0,-633.570436549,187083.1875,1.7950940539,15163.7058279,-4483.37402325,-3315.01696194,180000.0,-4483.37402325
168813.261935,-1030336.87913,590.0,-633.556213967,187175.171875,3.33119155723,35708.0814657,-4888.87695292,-3315.8382564,,
168660.496313,-1030336.90356,590.0,-633.532590469,187327.9375,4.64209386169,13207.0986243,-7240.32812471,-3317.18284106,180000.0,-7240.32812471
168485.371318,-1030336.87079,590.0,-633.495626166,187503.0625,8.94979532042,19076.9202351,-9924.95214806,-3318.69259654,180000.0,-9924.95214806
168317.840108,-1030336.75676,590.0,-633.35647252,187670.59375,4.9023205677,41577.9030765,-7073.12890597,-3320.10455058,,
168292.918242,-1030336.73603,590.0,-633.335776069,187695.515625,2.31527486285,29838.2598549,-3676.49707015,-3320.31191569,,
168104.012085,-1030336.54783,590.0,-633.178943687,187884.421875,48.3037112459,20055.2238369,-16647.978515,-3321.86098989,180000.0,-16647.978515
168086.621464,-1030336.53593,590.0,-633.164507184,187901.8125,5.58724025434,29838.2598549,-7364.83593721,-3322.00169072,,
168026.183978,-1030336.49602,590.0,-633.114338675,187962.25,4.54066266312,42556.2066783,-7362.42382784,-3322.48806328,,
168025.246478,-1030336.4954,590.0,-633.113560504,187963.1875,11.6562068822,19076.9202351,-9901.73925743,-3322.49557565,180000.0,-9901.73925743
168006.121482,-1030336.48393,590.0,-633.097685528,187982.3125,23.4745636273,22011.8310405,-13708.5566401,-3322.64863049,180000.0,-13708.5566401
167988.058982,-1030336.47958,590.0,-633.082689678,188000.375,6.72834708254,22011.8310405,-8208.05859343,-3322.7929039,180000.0,-8208.05859343
167930.855859,-1030336.46582,590.0,-633.03519953,188057.578125,5.42460726457,35708.0814657,-7596.2499997,-3323.24738907,,
167759.262125,-1030336.52553,590.0,-632.892678362,188229.171875,6.75736898429,18098.6166333,-7578.95800752,-3324.59001595,180000.0,-7578.95800752
167741.730879,-1030336.53707,590.0,-632.878112189,188246.703125,1.04162450129,12228.7950225,-3943.12207014,-3324.72538076,,
167726.043383,-1030336.54769,590.0,-632.86507736,188262.390625,3.59757605353,36686.3850675,-5902.4833982,-3324.84621535,,
167669.809031,-1030336.59831,590.0,-632.818338985,188318.625,8.04693604023,16142.0094297,-8276.7441403,-3325.27723212,180000.0,-8276.7441403
167642.324667,-1030336.62305,590.0,-632.79549368,188346.109375,4.40987656886,18098.6166333,-7842.41503876,-3325.48656571,180000.0,-7842.41503876
167591.027808,-1030336.66416,590.0,-632.752856055,188397.40625,3.2532473402,28859.9562531,-5539.71093727,-3325.87485662,,
167485.199705,-1030336.72993,590.0,-632.674865488,188503.234375,3.4542645042,46469.4210855,-5541.15624977,-3326.66601635,,
167418.043459,-1030336.75038,590.0,-632.664295096,188570.390625,17.4167369712,18098.6166333,-11583.0507808,-3327.16166448,180000.0,-11583.0507808
167272.027835,-1030336.75299,590.0,-632.641353338,188716.40625,5.81201219766,32773.1706603,-8118.37402312,-3328.22383573,,
167173.94971,-1030336.76483,590.0,-632.625937245,188814.484375,5.05933214197,48426.0282891,-6973.62158175,-3328.92594209,,
167168.69971,-1030336.76559,590.0,-632.625112023,188819.734375,5.20834666694,16142.0094297,-6624.30419895,-3328.96326526,180000.0,-6624.30419895
167164.32471,-1030336.76623,590.0,-632.624424345,188824.109375,9.1437557144,23968.4382441,-9791.67187463,-3328.99434756,180000.0,-9791.67187463
167098.855961,-1030336.77764,590.0,-632.614133264,188889.578125,5.11908714986,40599.5994747,-7305.5341794,-3329.457289,,
167081.105962,-1030336.78074,590.0,-632.611343384,188907.328125,7.00974150112,45491.1174837,-10780.2041012,-3329.58208723,,
167076.012212,-1030336.78163,590.0,-632.610542788,188912.421875,2.66535148782,42556.2066783,-3079.82763658,-3329.61784438,,
167054.105962,-1030336.78191,590.0,-632.60710174,188934.328125,10.6898397889,24946.7418459,-10595.9394527,-3329.77128316,180000.0,-10595.9394527
167017.168462,-1030336.78005,590.0,-632.601300773,188971.265625,2.81021735517,32773.1706603,-4870.65332011,-3330.02891618,,
167009.355962,-1030336.77966,590.0,-632.600073816,188979.078125,5.83225781315,43534.5102801,-9537.98730432,-3330.08323714,,
166839.840342,-1030336.74239,590.0,-632.573459077,189148.59375,0.988721389016,9293.8842171,-3131.30273423,-3331.2468166,,
166829.980968,-1030336.73879,590.0,-632.571911172,189158.453125,5.06291507356,46469.4210855,-7209.86523409,-3331.31360707,,
166803.137219,-1030336.72897,590.0,-632.567696388,189185.296875,3.830696482,25925.0454477,-6473.80078099,-3331.49497176,180000.0,-6473.80078099
166786.559096,-1030336.72278,590.0,-632.565093198,189201.875,3.78998186975,37664.6886693,-6022.66796851,-3331.60662358,,
166762.543473,-1030336.71182,590.0,-632.561322257,189225.890625,3.68453552282,27881.6526513,-6021.72460913,-3331.76785819,,
166756.199724,-1030336.70892,590.0,-632.560326072,189232.234375,11.9312910398,19076.9202351,-10218.0986324,-3331.81035378,180000.0,-10218.0986324
166723.402852,-1030336.69395,590.0,-632.555175257,189265.03125,3.28402304463,38642.9922711,-4349.49316388,-3332.02942214,,
166669.262234,-1030336.6672,590.0,-632.546670527,189319.171875,6.2418481423,20055.2238369,-7612.06152314,-3332.38870799,180000.0,-7612.06152314
166666.105984,-1030336.66549,590.0,-632.546174657,189322.328125,5.32127940321,44512.8138819,-8674.47851529,-3332.40956207,,
166607.262243,-1030336.63375,590.0,-632.536927895,189381.171875,4.96038722883,48426.0282891,-7877.23339813,-3332.79655313,,
166554.152876,-1030336.60484,590.0,-632.528579041,189434.28125,7.22674964675,42556.2066783,-10914.3789058,-3333.14288365,,
166548.106002,-1030336.60155,590.0,-632.527628271,189440.328125,12.2977183941,22011.8310405,-11091.2070308,-3333.1821383,180000.0,-11091.2070308
166478.918514,-1030336.5612,590.0,-632.520192287,189509.515625,1.56066879312,25925.0454477,-1382.40722648,-3333.62865983,180000.0,-1382.40722648
166454.074769,-1030336.54524,590.0,-632.520344677,189534.359375,5.98663816391,37664.6886693,-8596.34765592,-3333.78781233,,
166441.418521,-1030336.53711,590.0,-632.52042231,189547.015625,3.79793891821,27881.6526513,-6476.46679662,-3333.86865343,,
166401.98103,-1030336.51122,590.0,-632.520664209,189586.453125,4.617045549,17120.3130315,-6559.15576146,-3334.11952521,180000.0,-6559.15576146
166357.293541,-1030336.48007,590.0,-632.52093828,189631.140625,1.34799216607,14185.4022261,-3908.95068342,-3334.40188877,180000.0,-3908.95068342
166311.309177,-1030336.44726,590.0,-632.521220292,189677.125,0.280339526536,6358.9734117,-991.185302665,-3334.69034822,,
166307.434179,-1030336.44412,590.0,-632.52124405,189681.0,2.00187120771,22011.8310405,-3426.18847641,-3334.71455384,180000.0,-3426.18847641
166214.574833,-1030336.37069,590.0,-632.521813415,189773.859375,4.23966108387,43534.5102801,-6197.25781225,-3335.29012275,,
166163.777968,-1030336.33928,590.0,-632.522125019,189824.65625,3.62562131161,39621.2958729,-6054.71289038,-3335.60142571,,
166161.746718,-1030336.33803,590.0,-632.52213748,189826.6875,4.70745781731,21033.5274387,-6777.71191379,-3335.61381983,180000.0,-6777.71191379
166149.68422,-1030336.33057,590.0,-632.522211475,189838.75,3.63777844734,24946.7418459,-6339.10742162,-3335.68733599,180000.0,-6339.10742162
166143.652971,-1030336.32684,590.0,-632.522248473,189844.78125,2.72852111213,26903.3490495,-4180.09082013,-3335.72403892,,
166138.106097,-1030336.32341,590.0,-632.522282499,189850.328125,7.57340672014,22990.1346423,-9230.96093715,-3335.75776173,180000.0,-9230.96093715
166054.793599,-1030336.31319,590.0,-632.522794249,189933.640625,4.95984539938,41577.9030765,-7213.29492159,-3336.2611022,,
166019.871725,-1030336.31698,590.0,-632.523008892,189968.5625,15.8698424902,23968.4382441,-12058.1025386,-3336.47010418,180000.0,-12058.1025386
165955.731103,-1030336.337,590.0,-632.523403341,190032.703125,4.75731132075,34729.7778639,-7164.93749972,-3336.8509252,,
165939.059229,-1030336.34303,590.0,-632.523505882,190049.375,9.35751600033,22990.1346423,-9313.2431637,-3336.9492354,180000.0,-9313.2431637
165929.762356,-1030336.34834,590.0,-632.523563096,190058.671875,5.32279787632,33751.4742621,-7538.86523408,-3337.00396088,,
165902.402985,-1030336.36396,590.0,-632.523731467,190086.03125,3.1397517351,26903.3490495,-5543.33886696,-3337.16449755,,
165843.434246,-1030336.39941,590.0,-632.524094394,190145.0,5.71293429474,38642.9922711,-8427.2753903,-3337.5079276,,
165836.902999,-1030336.40549,590.0,-632.524134627,190151.53125,5.58582516,21033.5274387,-7466.12011689,-3337.54577596,180000.0,-7466.12011689
165822.94988,-1030336.41849,590.0,-632.524220579,190165.484375,7.62544520406,35708.0814657,-9979.52050743,-3337.6264871,,
165766.46553,-1030336.47109,590.0,-632.524568527,190221.96875,3.89578510722,26903.3490495,-6718.1518552,-3337.95117338,,
165765.887405,-1030336.47163,590.0,-632.524572088,190222.546875,5.35409463054,38642.9922711,-7656.32421845,-3337.95447961,,
165762.074906,-1030336.47518,590.0,-632.524595573,190226.359375,4.81812764941,18098.6166333,-6870.59912082,-3337.97627427,180000.0,-6870.59912082
165760.746782,-1030336.47641,590.0,-632.524603754,190227.6875,7.06298208794,44512.8138819,-11139.1230465,-3337.98386316,,
165733.871806,-1030336.51162,590.0,-632.524769476,190254.5625,7.3254966337,49404.3318909,-10701.0019527,-3338.13717733,,
165730.778059,-1030336.51603,590.0,-632.524788559,190257.65625,4.57986659463,47447.7246873,-6917.58789035,-3338.15478345,,
165721.278069,-1030336.52958,590.0,-632.524847158,190267.15625,9.56857493143,46469.4210855,-13298.6464839,-3338.20878495,,
165719.49682,-1030336.53212,590.0,-632.524858145,190268.9375,5.8201973028,30816.5634567,-8031.05664031,-3338.21889986,,
165704.231211,-1030336.55388,590.0,-632.524952308,190284.203125,9.97153603192,34729.7778639,-11388.8124996,-3338.30545206,,
165703.606211,-1030336.55477,590.0,-632.524956163,190284.828125,3.35151483667,28859.9562531,-5592.01513649,-3338.30899052,,
165702.278088,-1030336.55666,590.0,-632.524964356,190286.15625,3.63692804006,30816.5634567,-6448.17138646,-3338.31650841,,
165673.762492,-1030336.59732,590.0,-632.525140249,190314.671875,3.48420045092,43534.5102801,-4478.74853497,-3338.47748216,,
165671.168744,-1030336.60102,590.0,-632.525156248,190317.265625,3.90706845857,36686.3850675,-6073.64746069,-3338.49208243,,
165664.215627,-1030336.61093,590.0,-632.525199137,190324.21875,4.4468420123,33751.4742621,-7160.98388644,-3338.53118739,,
165658.231259,-1030336.6205,590.0,-632.525236068,190330.203125,4.43921484083,33751.4742621,-7217.04003878,-3338.56481829,,
165651.121897,-1030336.63378,590.0,-632.525279974,190337.3125,3.76800556895,47447.7246873,-6034.91503882,-3338.60474972,,
165523.965905,-1030336.88905,590.0,-632.52606555,190464.46875,3.25941292287,34729.7778639,-5678.57861305,-3339.31033767,,
165521.575287,-1030336.89451,590.0,-632.526080331,190466.859375,5.06955469205,42556.2066783,-7370.67871065,-3339.32345125,,
165506.575326,-1030336.92877,590.0,-632.526173071,190481.859375,4.01819933921,32773.1706603,-6814.10449192,-3339.4055966,,
165469.106673,-1030337.01435,590.0,-632.52136956,190519.328125,4.05821133946,33751.4742621,-6376.54052709,-3339.60976368,,
165401.591225,-1030337.16893,590.0,-632.510798159,190586.84375,3.01552473818,36686.3850675,-4610.50390606,-3339.97395731,,
165383.810022,-1030337.20964,590.0,-632.508017495,190604.625,7.33796598371,36686.3850675,-9536.26171838,-3340.06907927,,
165382.76315,-1030337.21203,590.0,-632.507853828,190605.671875,3.26361197116,38642.9922711,-5561.73535134,-3340.07466927,,
165376.59129,-1030337.2258,590.0,-632.506888976,190611.84375,5.03162922866,31794.8670585,-7101.56884738,-3340.1075969,,
165371.481927,-1030337.23672,590.0,-632.506090285,190616.953125,0.13990514738,7337.2770135,-632.506090285,-3340.13481926,,
165345.716361,-1030337.2918,590.0,-632.502064335,190642.71875,4.76596085113,26903.3490495,-7729.79492157,-3340.27167926,,
165327.622652,-1030337.33048,590.0,-632.499238833,190660.8125,4.29395104314,43534.5102801,-6566.18359349,-3340.36737179,,
165307.544573,-1030337.3734,590.0,-632.496105091,190680.890625,0.220080060105,8315.5806153,-906.500244075,-3340.47315644,,
165298.966468,-1030337.39174,590.0,-632.494766765,190689.46875,3.33794286635,41577.9030765,-5109.40966776,-3340.51822236,,
165297.763345,-1030337.39431,590.0,-632.494579084,190690.671875,4.94765034079,42556.2066783,-7152.02197237,-3340.52453689,,
165295.747725,-1030337.39862,590.0,-632.49426467,190692.6875,6.09110007481,17120.3130315,-7650.97070283,-3340.53511237,180000.0,-7650.97070283
165291.185235,-1030337.40837,590.0,-632.493553037,190697.25,3.92832890034,34729.7778639,-6532.02587865,-3340.55903487,,
165285.591498,-1030337.42033,590.0,-632.492680677,190702.84375,4.39932310282,43534.5102801,-6733.47363254,-3340.58833461,,
165180.935455,-1030337.62839,590.0,-632.476378672,190807.5,3.62957801721,41577.9030765,-6103.98144507,-3341.13022449,,
165113.263698,-1030337.75486,590.0,-632.465857549,190875.171875,4.83023595295,32773.1706603,-6854.16894504,-3341.47434658,,
165097.732475,-1030337.78388,590.0,-632.46344528,190890.703125,2.36934429806,22990.1346423,-4138.78417951,-3341.55264103,180000.0,-4138.78417951
165094.873104,-1030337.78874,590.0,-632.46300106,190893.5625,3.73006426108,35708.0814657,-6154.32910131,-3341.56702085,,
164987.357624,-1030337.96471,590.0,-632.44631465,191001.078125,10.8334895271,22011.8310405,-9995.23828087,-3342.10132879,180000.0,-9995.23828087
164938.95142,-1030338.03159,590.0,-632.438807223,191049.484375,4.54270218602,49404.3318909,-7457.23828096,-3342.33770459,,
164937.154547,-1030338.03407,590.0,-632.438528667,191051.28125,3.19464846023,23968.4382441,-5765.11132789,-3342.34643093,180000.0,-5765.11132789
164902.576452,-1030338.07943,590.0,-632.433168523,191085.859375,3.00245667442,27881.6526513,-4904.63232401,-3342.51365194,,
164896.092081,-1030338.08625,590.0,-632.432162651,191092.34375,2.85911889078,31794.8670585,-3708.09423812,-3342.54484583,,
164861.576475,-1030338.12258,590.0,-632.426809991,191126.859375,4.30456269221,38642.9922711,-6652.19775364,-3342.71013098,,
164836.810863,-1030338.14865,590.0,-632.4229709,191151.625,2.86355976228,25925.0454477,-4861.9921873,-3342.82794065,180000.0,-4861.9921873
164829.888992,-1030338.15593,590.0,-632.421898123,191158.546875,4.00873446721,32773.1706603,-6268.32812475,-3342.86075041,,
164810.201502,-1030338.17504,590.0,-632.418846297,191178.234375,8.57416725542,46469.4210855,-12615.2285152,-3342.95376707,,
164781.389011,-1030338.19756,590.0,-632.414377325,191207.046875,3.67500129873,31794.8670585,-6105.81201147,-3343.08907403,,
164777.857762,-1030338.20032,590.0,-632.413829699,191210.578125,3.3597817617,39621.2958729,-5196.73193338,-3343.10559591,,
164708.935906,-1030338.2523,590.0,-632.403143662,191279.5,6.28911977392,46469.4210855,-8660.87988248,-3343.42535632,,
164679.857787,-1030338.27092,590.0,-632.398634611,191308.578125,4.57873150611,44512.8138819,-6760.28710911,-3343.5586858,,
164667.32654,-1030338.27895,590.0,-632.396691764,191321.109375,8.24080084781,35708.0814657,-10560.5644527,-3343.6158633,,
164655.342167,-1030338.28663,590.0,-632.394833894,191333.09375,6.71985963345,37664.6886693,-8962.33496059,-3343.67038708,,
164649.279669,-1030338.29051,590.0,-632.393894128,191339.15625,2.45742794655,23968.4382441,-4219.47412091,-3343.69790984,180000.0,-4219.47412091
164647.654669,-1030338.29155,590.0,-632.39364224,191340.78125,5.00413774832,39621.2958729,-7578.63476533,-3343.70528033,,
164642.81092,-1030338.29465,590.0,-632.392891441,191345.625,4.57867903749,43534.5102801,-6970.000488,-3343.72723315,,
164634.373422,-1030338.30006,590.0,-632.391583668,191354.0625,3.21087736888,41577.9030765,-5182.257324,-3343.76541305,,
164619.467174,-1030338.30922,590.0,-632.389273144,191368.96875,12.5152553819,33751.4742621,-12657.7451167,-3343.83267113,,
164580.826556,-1030338.33233,590.0,-632.383284382,191407.609375,4.26551512759,36686.3850675,-6920.19873019,-3344.00589365,,
164568.014059,-1030338.33999,590.0,-632.381299017,191420.421875,2.56645436788,29838.2598549,-3748.05419905,-3344.0629743,,
164558.57656,-1030338.34564,590.0,-632.379836751,191429.859375,2.67332879644,28859.9562531,-3988.51318342,-3344.10490538,,
164538.873439,-1030338.35742,590.0,-632.376784252,191449.5625,3.07458388746,26903.3490495,-4916.15576151,-3344.19213584,,
164500.092197,-1030338.38195,590.0,-632.370778793,191488.34375,7.31796245117,36686.3850675,-10126.1552731,-3344.36261737,,
164481.389075,-1030338.39385,590.0,-632.37391637,191507.046875,2.9950147016,29838.2598549,-4615.76513652,-3344.44425321,,
164476.873451,-1030338.39673,590.0,-632.374681047,191511.5625,5.6285647494,19076.9202351,-7565.5312497,-3344.46390615,180000.0,-7565.5312497
164458.935955,-1030338.40814,590.0,-632.37771833,191529.5,4.45955396476,40599.5994747,-7088.64062472,-3344.54175492,,
164437.389085,-1030338.42259,590.0,-632.381366937,191551.046875,3.83138039232,40599.5994747,-6283.76464818,-3344.63481532,,
164433.576586,-1030338.42578,590.0,-632.382013056,191554.859375,0.124717924333,5380.6698099,-632.382013056,-3344.65123707,,
164407.795345,-1030338.44734,590.0,-632.38638166,191580.640625,3.87419400923,30816.5634567,-6835.6464841,-3344.76187018,,
164318.96726,-1030338.53048,590.0,-632.401432395,191669.46875,2.81939624719,30816.5634567,-4495.01757793,-3345.13761245,,
164270.451667,-1030338.58623,590.0,-632.409654616,191717.984375,4.51643151027,31794.8670585,-7332.55175752,-3345.33932371,,
164266.01417,-1030338.59133,590.0,-632.410406395,191722.421875,3.74375467542,35708.0814657,-6557.40917943,-3345.35764451,,
164207.311098,-1030338.66983,590.0,-632.420355321,191781.125,9.71638267808,47447.7246873,-13640.2226557,-3345.59811728,,
164194.889235,-1030338.68708,590.0,-632.422459831,191793.546875,3.01504940362,27881.6526513,-4670.96191387,-3345.64852514,,
164135.498673,-1030338.77334,590.0,-632.432518346,191852.9375,2.95818432591,24946.7418459,-4917.62939433,-3345.88723307,180000.0,-4917.62939433
164134.076799,-1030338.77553,590.0,-632.432759118,191854.359375,7.91416652814,47447.7246873,-11236.1826168,-3345.89290205,,
164116.061196,-1030338.80338,590.0,-632.435809241,191872.375,3.6676645229,31794.8670585,-6620.0346677,-3345.9645367,,
164108.45183,-1030338.81514,590.0,-632.43709724,191879.984375,7.0004722176,34729.7778639,-9336.88281214,-3345.99468584,,
164101.779963,-1030338.82545,590.0,-632.438226406,191886.65625,3.00878381888,25925.0454477,-4958.23095682,-3346.02106789,180000.0,-4958.23095682
164008.951957,-1030338.97394,590.0,-632.453925242,191979.484375,6.8954845815,19076.9202351,-8274.60644499,-3346.38308673,180000.0,-8274.60644499
163963.170767,-1030339.04819,590.0,-632.461657984,192025.265625,4.25368111545,27881.6526513,-6724.5268552,-3346.55812476,,
163932.78018,-1030339.09606,590.0,-632.466786758,192055.65625,5.80373306458,44512.8138819,-9409.26464808,-3346.67301475,,
163908.045835,-1030339.13502,590.0,-632.470958827,192080.390625,5.26165374865,39621.2958729,-8321.33398405,-3346.76576326,,
163898.905222,-1030339.14941,590.0,-632.472500133,192089.53125,4.58608542515,37664.6886693,-7434.95996065,-3346.79986625,,
163871.733379,-1030339.191,590.0,-632.477079873,192116.703125,3.12380932591,35708.0814657,-4830.02685527,-3346.90067722,,
163869.327131,-1030339.19435,590.0,-632.477485201,192119.109375,3.98915561882,37664.6886693,-5887.58935523,-3346.90956074,,
163818.967805,-1030339.26441,590.0,-632.485964447,192169.46875,7.0812442856,34729.7778639,-9438.54394495,-3347.0939975,,
163806.764691,-1030339.28139,590.0,-632.488018083,192181.671875,3.90061637644,35708.0814657,-6323.94238256,-3347.13826407,,
163798.0772,-1030339.29348,590.0,-632.48947983,192190.359375,5.29409857867,22990.1346423,-8181.77929656,-3347.16967635,180000.0,-8181.77929656
163792.81158,-1030339.30081,590.0,-632.490365715,192195.625,2.75591908403,31794.8670585,-3717.26123031,-3347.18867473,,
163780.280341,-1030339.31718,590.0,-632.492473338,192208.15625,7.40167535949,15163.7058279,-9340.6806637,-3347.23374921,180000.0,-9340.6806637
163778.608467,-1030339.31909,590.0,-632.492754416,192209.828125,4.4691505278,36686.3850675,-7543.46386689,-3347.23974603,,
163762.889727,-1030339.33701,590.0,-632.495396765,192225.546875,3.74221126673,44512.8138819,-5506.99072243,-3347.29597441,,
163741.905366,-1030339.36093,590.0,-632.498923396,192246.53125,3.92255942981,39621.2958729,-6693.02001926,-3347.37060757,,
163736.545994,-1030339.36703,590.0,-632.499823931,192251.890625,29.1572998919,31794.8670585,-17564.0507806,-3347.38958967,,
163731.499122,-1030339.37279,590.0,-632.500671896,192256.9375,5.91051398471,39621.2958729,-9211.18066371,-3347.40743552,,
163688.264775,-1030339.42125,590.0,-632.507933502,192300.171875,2.21745153146,24946.7418459,-3746.31054671,-3347.55913206,180000.0,-3746.31054671
163688.264775,-1030339.42125,590.0,-632.507933502,192300.171875,5.28058972654,45491.1174837,-8337.87402311,-3347.55913206,,
163652.655411,-1030339.44952,590.0,-632.513909299,192335.78125,2.68781377275,30816.5634567,-3268.77148423,-3347.68235038,,
163635.577291,-1030339.46307,590.0,-632.516774555,192352.859375,5.02112771174,40599.5994747,-7784.40234345,-3347.74093981,,
163617.889797,-1030339.47711,590.0,-632.51974156,192370.546875,3.23154091514,26903.3490495,-5139.62744119,-3347.80127395,,
163598.561678,-1030339.49246,590.0,-632.522983205,192389.875,9.80090183692,40599.5994747,-12621.202148,-3347.86680176,,
163587.999179,-1030339.49745,590.0,-632.524754104,192400.4375,5.05039013798,37664.6886693,-8487.21093717,-3347.90239073,,
163587.061679,-1030339.49783,590.0,-632.524911273,192401.375,2.99976337171,22990.1346423,-5545.03662087,-3347.90554266,180000.0,-5545.03662087
163582.78043,-1030339.49957,590.0,-632.525629002,192405.65625,2.41407951334,22011.8310405,-4483.58691387,-3347.9199239,180000.0,-4483.58691387
163571.999181,-1030339.50396,590.0,-632.527436355,192416.4375,4.39428143961,36686.3850675,-6672.29589817,-3347.95604792,,
163559.796057,-1030339.50892,590.0,-632.529481955,192428.640625,7.79094007148,42556.2066783,-11148.1640621,-3347.99677803,,
163527.327309,-1030339.52214,590.0,-632.534924076,192461.109375,4.25081664035,44512.8138819,-6632.65820286,-3348.10433011,,
163492.577311,-1030339.53316,590.0,-632.539568191,192495.859375,6.02679120605,46469.4210855,-9300.68749964,-3348.21808034,,
163472.999186,-1030339.53521,590.0,-632.539738145,192515.4375,6.55549206217,28859.9562531,-8212.62890593,-3348.28151335,,
163456.592937,-1030339.53692,590.0,-632.539880566,192531.84375,4.60565570194,38642.9922711,-7104.58007784,-3348.33433553,,
163443.561687,-1030339.53829,590.0,-632.539993688,192544.875,7.82343581165,48426.0282891,-11404.2851558,-3348.3760743,,
163396.514812,-1030339.54007,590.0,-632.540402041,192591.921875,1.41235791913,24946.7418459,-1261.95214836,-3348.52512313,180000.0,-1261.95214836
163370.874187,-1030339.5363,590.0,-632.540624513,192617.5625,9.30699858698,30816.5634567,-10559.068359,-3348.60523826,,
163330.124188,-1030339.53032,590.0,-632.540978082,192658.3125,3.53855612584,46469.4210855,-5243.45898416,-3348.73102663,,
163286.296065,-1030339.51565,590.0,-632.541358218,192702.140625,5.12444154684,45491.1174837,-8180.22460906,-3348.86410499,,
163283.436691,-1030339.51441,590.0,-632.541383014,192705.0,3.92238747818,28859.9562531,-5765.18359352,-3348.87270759,,
163273.592942,-1030339.51015,590.0,-632.541468375,192714.84375,9.14588666777,40599.5994747,-11952.9248042,-3348.90225188,,
163255.233568,-1030339.50221,590.0,-632.541627581,192733.203125,12.7849098163,37664.6886693,-12980.2744136,-3348.9570592,,
163252.967944,-1030339.50123,590.0,-632.541647228,192735.46875,2.81040281356,28859.9562531,-4163.83300763,-3348.96379602,,
163244.530444,-1030339.49758,590.0,-632.541720395,192743.90625,3.97720290292,22011.8310405,-6227.9335935,-3348.98883333,180000.0,-6227.9335935
163213.155447,-1030339.48504,590.0,-632.541992486,192775.28125,7.68177728368,43534.5102801,-11537.2470699,-3349.08123506,,
163209.624197,-1030339.48396,590.0,-632.542023115,192778.8125,2.84554484249,25925.0454477,-4605.75976543,-3349.09156868,180000.0,-4605.75976543
163184.671073,-1030339.47637,590.0,-632.542239554,192803.765625,4.31188544178,45491.1174837,-6460.89648412,-3349.16418363,,
163175.077324,-1030339.47345,590.0,-632.542322769,192813.359375,3.43870677832,34729.7778639,-5727.99169899,-3349.19191244,,
163167.171074,-1030339.47105,590.0,-632.542391346,192821.265625,8.87794447677,45491.1174837,-12938.2744136,-3349.21468471,,
163161.108574,-1030339.4692,590.0,-632.542443931,192827.328125,3.75032182487,20055.2238369,-5920.50537085,-3349.23209799,180000.0,-5920.50537085
163081.030451,-1030339.45508,590.0,-632.54313869,192907.40625,3.35944902751,45491.1174837,-5173.42578104,-3349.45828037,,
163026.671076,-1030339.45223,590.0,-632.543610428,192961.765625,5.706369483,42556.2066783,-8361.53222624,-3349.60770722,,
162962.249202,-1030339.46277,590.0,-632.544169729,193026.1875,6.14211671931,48426.0282891,-8952.72753872,-3349.78056162,,
162889.186706,-1030339.48386,590.0,-632.544804204,193099.25,5.04579263985,35708.0814657,-8338.89843718,-3349.97091444,,
162810.608588,-1030339.51664,590.0,-632.545486751,193177.828125,5.41912870917,47447.7246873,-8448.58105436,-3350.16886336,,
162801.264839,-1030339.52138,590.0,-632.545567928,193187.171875,5.19148605685,37664.6886693,-8458.36425748,-3350.19193525,,
162785.280466,-1030339.52949,590.0,-632.545706797,193203.15625,5.9490908902,33751.4742621,-8352.76074186,-3350.23116917,,
162747.905471,-1030339.54843,590.0,-632.546031504,193240.53125,5.66716970742,41577.9030765,-9285.31542933,-3350.32174683,,
162709.467975,-1030339.56766,590.0,-632.546365437,193278.96875,3.63095492893,36686.3850675,-5654.02929664,-3350.41320009,,
162698.936727,-1030339.57293,590.0,-632.54645693,193289.5,3.49942933879,29838.2598549,-5097.90869119,-3350.43795625,,
162695.092977,-1030339.57485,590.0,-632.546490323,193293.34375,4.08866495927,43534.5102801,-6783.18798801,-3350.44695966,,
162663.483606,-1030339.59067,590.0,-632.546764936,193324.953125,6.63889639265,49404.3318909,-9601.27734338,-3350.52034597,,
162605.171113,-1030339.61883,590.0,-632.547271522,193383.265625,7.35995605103,48426.0282891,-10380.6484371,-3350.65265206,,
162600.202364,-1030339.62122,590.0,-632.547314687,193388.234375,7.41917338542,45491.1174837,-9818.224609,-3350.66374169,,
