x,y,Line,bedmap2_bed,Distance,Susc,Window_Width,Depth,data/results/rosetta_lindeque_basement_g80kfilt.nc,Distance_36k,Depth_36k
366689.425047,-1090163.8567,650.0,-394.123669825,10399.1484375,0.508107116512,13320.5163427,-706.655517519,-1286.97163532,,
366344.027753,-1090170.61971,650.0,-400.962295763,10744.6123047,0.684907283788,14239.1726422,-564.912475532,-1288.3509587,,
366108.709418,-1090174.74486,650.0,-405.447088062,10979.9667969,1.59665421619,8727.23484525,-2152.04858388,-1289.33392321,0.0,-2152.04858388
364440.38267,-1090203.06477,650.0,-436.119200398,12648.5351563,1.23357732109,8727.23484525,-2017.58422841,-1297.6212609,0.0,-2017.58422841
364153.170292,-1090207.40025,650.0,-441.012796301,12935.7802734,1.21516771777,10564.5474442,-1698.81762686,-1299.31008054,0.0,-1698.81762686
364074.72877,-1090208.56682,650.0,-442.349233705,13014.2304688,0.603193442981,8727.23484525,-977.539184502,-1299.78640213,,
363669.604935,-1090214.05715,650.0,-449.249364395,13419.3916016,0.751570032624,14239.1726422,-564.283325141,-1302.34869739,,
363451.889862,-1090216.64593,650.0,-452.955212249,13637.1220703,0.319914731994,3215.29704825,-899.864990169,-1303.79913401,,
363348.430125,-1090217.85461,650.0,-454.714703811,13740.5888672,3.74141852298,11483.2037438,-3885.75048811,-1304.50782713,0.0,-3885.75048811
363331.131499,-1090218.05659,650.0,-455.008893122,13757.8886719,1.22445648221,11483.2037438,-2113.88916005,-1304.62757716,0.0,-2113.88916005
363307.467061,-1090218.32977,650.0,-455.411330365,13781.5546875,3.88457396517,9645.89114475,-3801.13867171,-1304.79194511,0.0,-3801.13867171
363105.364122,-1090220.6459,650.0,-458.848225956,13983.6708984,0.786524784931,9645.89114475,-1087.4968261,-1306.22343922,,
362901.916578,-1090222.97968,650.0,-462.307999823,14187.1318359,2.64669733397,12401.8600433,-2849.83642565,-1307.71594658,0.0,-2849.83642565
362855.804093,-1090223.48322,650.0,-463.092075874,14233.2470703,2.54647369296,11483.2037438,-2688.42578112,-1308.06125276,0.0,-2688.42578112
362749.254567,-1090224.53065,650.0,-464.903336396,14339.8017578,1.34370636273,10564.5474442,-1953.73120107,-1308.86827668,0.0,-1953.73120107
362461.633038,-1090225.97374,650.0,-469.787191989,14627.4277344,1.48791689178,12401.8600433,-2136.95629872,-1311.10483367,0.0,-2136.95629872
362405.722887,-1090225.99942,650.0,-470.735542979,14683.3378906,0.517023503086,5971.26594675,-1033.15783684,-1311.54805661,,
362155.422531,-1090225.59367,650.0,-474.979083968,14933.6386719,2.04909322791,48229.4557237,-3541.62597641,-1313.56309405,,
362109.361113,-1090225.49532,650.0,-475.759905709,14979.7001953,3.01942274125,10564.5474442,-3106.73828111,-1313.94026393,0.0,-3106.73828111
362098.142389,-1090225.47122,650.0,-475.950082148,14990.9189453,1.03179169957,8727.23484525,-1564.33374015,-1314.03244033,,
362082.292827,-1090225.43225,650.0,-476.218739606,15006.7685547,1.8951748348,13320.5163427,-2387.24243152,-1314.16281796,0.0,-2387.24243152
361816.763832,-1090224.62012,650.0,-480.71894691,15272.2988281,0.681844363,9645.89114475,-1194.36376946,-1316.38209966,,
361153.945968,-1090221.59722,650.0,-491.602421265,15935.1240234,2.36689645499,24344.3919367,-5024.97802713,-1322.22153113,0.0,-5024.97802713
360898.871878,-1090221.64886,650.0,-495.673663744,16190.1982422,0.244867929074,5971.26594675,-495.673663744,-1324.60482607,,
360843.378738,-1090221.69976,650.0,-496.559548509,16245.6914063,2.76861960768,35368.2675308,-2259.38232411,-1325.13297378,,
360815.983238,-1090221.7202,650.0,-496.996867833,16273.0869141,0.308152994088,459.32814975,-496.996867833,-1325.39487086,,
360216.934328,-1090219.73286,650.0,-506.832987528,16872.140625,3.64963323913,42717.5179267,-4642.04931621,-1331.29789855,,
360163.097148,-1090219.45635,650.0,-507.744979154,16925.9785156,0.513537911177,1377.98444925,-507.744979154,-1331.84673274,,
359091.632388,-1090216.76116,650.0,-525.090569453,17997.4472656,0.310823471657,1377.98444925,-525.090569453,-1343.49617682,,
359051.482006,-1090216.78706,650.0,-525.691406095,18037.5976563,8.80485308786,38124.2364292,-10087.9130856,-1343.96052463,,
359031.97615,-1090216.79964,650.0,-525.983304504,18057.1035156,1.09086149842,8727.23484525,-1855.59594717,-1344.18681693,,
359014.177326,-1090216.81112,650.0,-526.249657784,18074.9023438,0.345293733376,2296.64074875,-526.249657784,-1344.39370726,,
358356.028791,-1090219.8337,650.0,-536.109454928,18733.0585938,0.309605329461,1377.98444925,-536.109454928,-1352.34745222,,
358142.409389,-1090221.07893,650.0,-539.311323601,18946.6816406,0.501172589301,3215.29704825,-676.827880801,-1355.04853726,,
358114.691097,-1090221.23828,650.0,-539.726774896,18974.4003906,0.475927714082,2296.64074875,-650.198608341,-1355.4032478,,
358022.171798,-1090221.86729,650.0,-541.113872973,19066.921875,5.36473952706,44554.8305258,-8185.78710906,-1356.59548281,,
358009.72491,-1090221.96418,650.0,-541.300532177,19079.3691406,2.06020722509,45473.4868253,-4526.557617,-1356.75686096,,
357406.814013,-1090227.08906,650.0,-550.250594174,19682.3027344,7.0835882304,7808.57854575,-4733.14941386,-1364.81994202,0.0,-4733.14941386
357376.413611,-1090227.43265,650.0,-550.676517482,19712.7050781,0.978041102153,5971.26594675,-1602.51562491,-1365.23984859,,
357326.018392,-1090228.00221,650.0,-551.382577257,19763.1035156,16.6807777824,26181.7045357,-12238.3916011,-1365.9384082,,
357202.746502,-1090229.35353,650.0,-553.109505553,19886.3828125,1.89247127213,14239.1726422,-1963.52539052,-1367.65966291,0.0,-1963.52539052
357169.307045,-1090229.71458,650.0,-553.577940392,19919.8242188,0.249293297004,5052.60964725,-553.577940392,-1368.12969614,,
356847.581728,-1090232.80368,650.0,-558.083281553,20241.5644531,3.04809580459,12401.8600433,-2839.40307604,-1372.71666866,0.0,-2839.40307604
356767.996743,-1090233.48374,650.0,-559.197430316,20321.1523438,4.86301949131,49148.1120233,-8103.981445,-1373.8696897,,
356758.399439,-1090233.56601,650.0,-559.331788666,20330.75,1.53045102236,13320.5163427,-1576.56835929,-1374.0092555,0.0,-1576.56835929
356725.363548,-1090233.84975,650.0,-559.794279917,20363.7871094,13.2433047959,10564.5474442,-5573.39013649,-1374.49052782,0.0,-5573.39013649
356635.144331,-1090234.6373,650.0,-561.057369085,20454.0097656,6.36999158424,11483.2037438,-4133.73535138,-1375.81172905,0.0,-4133.73535138
356595.706453,-1090234.98978,650.0,-561.609540998,20493.4492188,3.14256685853,46392.1431248,-6499.19677708,-1376.39245829,,
356546.814139,-1090235.45493,650.0,-562.294197414,20542.34375,4.00790743704,13320.5163427,-3451.40673813,-1377.11534861,0.0,-3451.40673813
356272.526008,-1090238.46257,650.0,-565.909276576,20816.6484375,1.92180447905,8727.23484525,-1991.87084951,-1381.22902905,0.0,-1991.87084951
356028.416244,-1090241.18723,650.0,-569.085141526,21060.7734375,1.14881205324,16076.4852413,-1462.47363273,-1384.96696242,,
355750.143435,-1090243.58302,650.0,-572.702637972,21339.0566406,0.16737592924,459.32814975,-751.106445252,-1389.3070164,,
355448.493786,-1090245.57628,650.0,-576.62162133,21640.7128906,3.52107861982,9645.89114475,-3467.47753891,-1394.10946454,0.0,-3467.47753891
355446.753587,-1090245.58736,650.0,-576.644227975,21642.453125,2.28224170892,10564.5474442,-2417.91186512,-1394.13748095,0.0,-2417.91186512
355302.778058,-1090246.51469,650.0,-578.514634226,21786.4316406,1.63730090495,12401.8600433,-1973.58862294,-1396.46810856,0.0,-1973.58862294
355247.13857,-1090246.8703,650.0,-579.237443755,21842.0722656,1.67499623369,9645.89114475,-1781.15087881,-1397.37539412,0.0,-1781.15087881
355179.936764,-1090247.29133,650.0,-580.110424959,21909.2753906,2.03564814334,11483.2037438,-2437.71582019,-1398.47605498,0.0,-2437.71582019
355150.224402,-1090247.46855,650.0,-580.496366137,21938.9882813,4.62492259579,7808.57854575,-3727.66601546,-1398.96431145,0.0,-3727.66601546
355095.66092,-1090247.79402,650.0,-581.205104683,21993.5527344,7.96075191173,41798.8616273,-10525.4326168,-1399.8636879,,
355045.986134,-1090248.10854,650.0,-581.850415496,22043.2285156,1.72426491979,11483.2037438,-1819.68579092,-1400.68579404,0.0,-1819.68579092
355038.091762,-1090248.15862,650.0,-581.952969388,22051.1230469,1.3767823747,5971.26594675,-1919.23413076,-1400.81671654,0.0,-1919.23413076
354968.948772,-1090248.6197,650.0,-582.851279105,22120.2675781,0.976617501143,25263.0482363,-1796.24487295,-1401.96685227,,
354887.413759,-1090249.20409,650.0,-583.910749097,22201.8046875,9.28398408279,45473.4868253,-12389.8710933,-1403.33093704,,
354884.798599,-1090249.2238,650.0,-583.944734479,22204.4199219,0.925117729719,13320.5163427,-583.944734479,-1403.37483167,,
354861.49262,-1090249.39946,650.0,-584.24760795,22227.7265625,0.497434459677,6889.92224625,-584.24760795,-1403.76637534,,
354798.386994,-1090249.87552,650.0,-585.067700602,22290.8339844,5.5544380143,47310.7994242,-9640.26367151,-1404.82981511,,
354488.405426,-1090252.19341,650.0,-589.095868944,22600.8242188,1.38446967729,10564.5474442,-1564.7529296,-1410.12218544,0.0,-1564.7529296
354406.14427,-1090252.83642,650.0,-590.164039943,22683.0878906,9.12720783808,43636.1742262,-11768.3486324,-1411.54617826,,
354187.069845,-1090254.66168,650.0,-593.009199135,22902.1699219,1.02561209064,12401.8600433,-593.009199135,-1415.37907459,,
353841.389303,-1090257.40166,650.0,-597.498058998,23247.8613281,3.43490046546,8727.23484525,-2864.07958971,-1421.5411674,0.0,-2864.07958971
353625.772483,-1090259.03995,650.0,-600.297686544,23463.484375,71.6004987117,11483.2037438,-9187.23339808,-1425.45553825,0.0,-9187.23339808
353559.199994,-1090259.51975,650.0,-601.161978251,23530.0585938,3.50926902377,9645.89114475,-3217.41308579,-1426.67490281,0.0,-3217.41308579
353493.066927,-1090259.9938,650.0,-602.015147359,23596.1933594,0.40435210342,4133.95334775,-602.015147359,-1427.89136971,,
353416.059159,-1090260.54835,650.0,-602.954806202,23673.203125,1.01283883821,5971.26594675,-1584.2697753,-1429.31440469,,
353342.481065,-1090261.08879,650.0,-603.852576735,23746.7832031,0.317726504707,1377.98444925,-603.852576735,-1430.68072607,,
353340.740878,-1090261.10158,650.0,-603.873808847,23748.5234375,1.17452830189,11483.2037438,-1055.39428704,-1430.71311807,,
353106.926427,-1090262.75689,650.0,-606.725963492,23982.34375,35.7097539689,9645.89114475,-7655.93359345,-1435.09705577,0.0,-7655.93359345
352958.328794,-1090263.83721,650.0,-608.538308586,24130.9453125,20.3007979387,10564.5474442,-6080.53857397,-1437.91699872,0.0,-6080.53857397
352933.251425,-1090264.03195,650.0,-608.84417133,24156.0234375,7.86938741584,39042.8927287,-10357.1689449,-1438.3956048,,
352896.043563,-1090264.32088,650.0,-609.297968891,24193.2324219,19.5716586319,6889.92224625,-5603.81884743,-1439.10708555,0.0,-5603.81884743
352881.561577,-1090264.43333,650.0,-609.474589462,24207.7148438,29.8389078215,13320.5163427,-7290.37597628,-1439.38444683,0.0,-7290.37597628
352802.571984,-1090265.07345,650.0,-610.437968137,24286.7070313,22.7828193833,12401.8600433,-6431.42675755,-1440.90193054,0.0,-6431.42675755
352680.609507,-1090266.09983,650.0,-611.925378554,24408.6738281,3.82374438949,10564.5474442,-2982.88867174,-1443.25982722,0.0,-2982.88867174
352665.688217,-1090266.23192,650.0,-612.10735669,24423.5957031,14.9707983543,9645.89114475,-5149.52197244,-1443.54957806,0.0,-5149.52197244
352659.661109,-1090266.28527,650.0,-612.180861404,24429.6230469,2.29892439323,7808.57854575,-2305.11718739,-1443.66669023,0.0,-2305.11718739
352360.80611,-1090268.98412,650.0,-615.824951194,24728.4902344,5.88584074474,9645.89114475,-3551.69335922,-1449.529056,0.0,-3551.69335922
352317.110598,-1090269.37565,650.0,-616.357609175,24772.1875,5.58347550079,15157.8289418,-3642.37402328,-1450.39564723,0.0,-3642.37402328
352209.419368,-1090270.31326,650.0,-617.670169471,24879.8828125,12.6752659796,11483.2037438,-5095.18896463,-1452.5416325,0.0,-5095.18896463
352074.431709,-1090271.41849,650.0,-619.314959119,25014.875,4.37962243371,33530.9549317,-9033.80468715,-1455.25175441,,
352047.735276,-1090271.62927,650.0,-619.640193151,25041.5722656,4.71059138891,11483.2037438,-3268.39355454,-1455.79039798,0.0,-3268.39355454
351974.372086,-1090272.17683,650.0,-620.53381712,25114.9375,1.95394683526,17913.7978403,-1716.49218741,-1457.27490295,0.0,-1716.49218741
351957.009281,-1090272.30546,650.0,-620.74529627,25132.3007813,9.22367010224,10564.5474442,-4507.00732403,-1457.62722814,0.0,-4507.00732403
351940.380822,-1090272.42747,650.0,-620.947824039,25148.9296875,13.3055180367,11483.2037438,-5248.70996072,-1457.96499586,0.0,-5248.70996072
351902.981408,-1090272.69773,650.0,-621.403308683,25186.3300781,26.9299933505,12401.8600433,-6813.33593723,-1458.72590409,0.0,-6813.33593723
351872.419706,-1090272.91857,650.0,-621.77550238,25216.8925781,2.80325409359,14239.1726422,-2009.86108388,-1459.34900843,0.0,-2009.86108388
351634.073188,-1090274.74417,650.0,-624.677948241,25455.2460938,7.40121353171,50066.7683228,-8498.7285153,-1464.25005,,
351112.231958,-1090278.30699,650.0,-632.494005235,25977.0996094,0.291470764328,1377.98444925,-632.494005235,-1475.22063096,,
351070.033532,-1090278.56567,650.0,-633.166913188,26019.2988281,12.889293284,14239.1726422,-5278.94091775,-1476.12189671,0.0,-5278.94091775
350997.878672,-1090279.0136,650.0,-634.317526211,26091.4550781,0.193076382107,2296.64074875,-634.317526211,-1477.66799829,,
350978.468909,-1090279.13711,650.0,-634.627048867,26110.8652344,5.05177302386,16076.4852413,-3489.31835922,-1478.08500528,0.0,-3489.31835922
350664.436553,-1090281.18925,650.0,-639.634954182,26424.9042969,1.66535226706,13320.5163427,-910.93994134,-1484.89477457,0.0,-910.93994134
350295.501522,-1090283.94132,650.0,-645.591032842,26793.8496094,1.68296367197,5971.26594675,-1914.66357412,-1493.04716492,0.0,-1914.66357412
350272.175934,-1090284.10636,650.0,-645.971353344,26817.1757813,2.90587466753,7808.57854575,-2801.66259752,-1493.56777242,0.0,-2801.66259752
350137.083537,-1090285.05137,650.0,-648.174437471,26952.2714844,7.34408299393,10564.5474442,-4428.463867,-1496.5950264,0.0,-4428.463867
349275.853437,-1090290.89614,650.0,-662.331625704,27813.5214844,1.64356480135,12401.8600433,-964.696899346,-1516.37217176,0.0,-964.696899346
348633.631605,-1090294.57472,650.0,-673.098719034,28455.7539063,0.171640547076,2296.64074875,-673.098719034,-1531.6329782,,
347958.860306,-1090298.48471,650.0,-682.476752787,29130.5371094,8.99969973402,48229.4557237,-11149.4560543,-1548.12454074,,
347553.041413,-1090300.90828,650.0,-687.827171676,29536.3632813,2.31057086901,15157.8289418,-687.827171676,-1558.26011101,0.0,-687.827171676
347445.044687,-1090301.44108,650.0,-689.415010047,29644.3613281,3.81848350096,14239.1726422,-2026.45410146,-1560.98294555,0.0,-2026.45410146
347367.584348,-1090301.74331,650.0,-690.667555353,29721.8222656,2.00584492665,17913.7978403,-942.925292901,-1562.94326742,0.0,-942.925292901
347298.221427,-1090301.96496,650.0,-691.788889075,29791.1855469,2.90012675588,16076.4852413,-1624.58154288,-1564.70414151,0.0,-1624.58154288
347064.540579,-1090302.57216,650.0,-695.565752611,30024.8671875,0.639459975792,1377.98444925,-695.565752611,-1570.67671745,,
347055.224207,-1090302.59749,650.0,-695.716327629,30034.1835938,16.7897338127,40880.2053278,-14803.179687,-1570.91618029,,
346954.533169,-1090302.86932,650.0,-697.343698341,30134.875,6.16001111711,13320.5163427,-3178.17968736,-1573.51073393,0.0,-3178.17968736
346890.392706,-1090303.01381,650.0,-698.380183251,30199.015625,4.11777984997,12401.8600433,-2231.27026356,-1575.16925506,0.0,-2231.27026356
346802.654582,-1090303.17883,650.0,-699.797826573,30286.7539063,2.80334110839,13320.5163427,-1405.24975578,-1577.44524144,0.0,-1405.24975578
346667.031809,-1090303.45023,650.0,-701.989185321,30422.3769531,2.01430263486,14239.1726422,-701.989185321,-1580.98098827,0.0,-701.989185321
346642.709611,-1090303.50777,650.0,-702.382206333,30446.6992188,3.86583253678,15157.8289418,-2348.82299793,-1581.61741272,0.0,-2348.82299793
346511.92291,-1090303.83422,650.0,-704.495601908,30577.4863281,8.22003937744,11483.2037438,-3685.77685531,-1585.05134103,0.0,-3685.77685531
346472.891811,-1090303.94301,650.0,-705.088600468,30616.5175781,0.422096822791,2296.64074875,-705.088600468,-1586.08002225,,
346459.938738,-1090303.97954,650.0,-705.27989064,30629.4707031,3.78153623971,10564.5474442,-2077.95288075,-1586.42178934,0.0,-2077.95288075
346413.233848,-1090304.11209,650.0,-705.969636748,30676.1757813,18.7251579254,50066.7683228,-14770.157226,-1587.65566883,,
346358.36303,-1090304.28619,650.0,-706.780070901,30731.046875,3.19824853503,7808.57854575,-1744.6682128,-1589.10862897,0.0,-1744.6682128
346245.564796,-1090304.65214,650.0,-708.446179208,30843.8457031,2.85933577841,11483.2037438,-1541.6591796,-1592.10608815,0.0,-1541.6591796
346168.666764,-1090304.90195,650.0,-709.582065443,30920.7441406,2.53957926398,16995.1415407,-1496.1345214,-1594.15759809,0.0,-1496.1345214
346120.993209,-1090305.06319,650.0,-710.286314515,30968.4179688,2.28119753138,12401.8600433,-1182.3327636,-1595.43278589,0.0,-1182.3327636
346060.276797,-1090305.27937,650.0,-711.183307408,31029.1347656,3.14261569072,1377.98444925,-1269.23535148,-1597.06057891,0.0,-1269.23535148
345976.593859,-1090305.61024,650.0,-712.419788228,31112.8183594,1.85451321066,13320.5163427,-791.631103454,-1599.31108536,0.0,-791.631103454
345913.162732,-1090305.8655,650.0,-713.357090217,31176.25,2.45785626714,2296.64074875,-1118.60424797,-1601.02205057,0.0,-1118.60424797
345854.100692,-1090306.09864,650.0,-714.229839561,31235.3125,2.41057554443,8727.23484525,-1483.57153312,-1602.6189912,0.0,-1483.57153312
345834.706293,-1090306.17022,650.0,-714.516409938,31254.7070313,2.20619857036,8727.23484525,-1255.82031242,-1603.14413313,0.0,-1255.82031242
345784.898039,-1090306.35406,650.0,-715.252386204,31304.515625,1.44338181053,4133.95334775,-801.322021422,-1604.49462792,0.0,-801.322021422
345694.253919,-1090306.6266,650.0,-716.591509301,31395.1601563,1.22880981942,5052.60964725,-716.591509301,-1606.95829015,0.0,-716.591509301
345503.312828,-1090306.96546,650.0,-719.41134482,31586.1015625,2.53296302261,10564.5474442,-1613.77929678,-1612.17317865,0.0,-1613.77929678
345435.849982,-1090307.04305,650.0,-720.382699838,31653.5644531,2.26987677666,9645.89114475,-1298.15356437,-1614.02421741,0.0,-1298.15356437
345404.18594,-1090307.07928,650.0,-720.838019907,31685.2285156,1.1991506317,3215.29704825,-728.197509706,-1614.89463084,,
345400.500396,-1090307.08345,650.0,-720.891017234,31688.9140625,2.33909457859,11483.2037438,-1552.78515616,-1614.9960094,0.0,-1552.78515616
345367.584401,-1090307.12074,650.0,-721.364346166,31721.8300781,2.76868792079,9645.89114475,-1885.58837881,-1615.90205147,0.0,-1885.58837881
345359.203547,-1090307.13024,650.0,-721.484863242,31730.2109375,1.70320175484,31693.6423328,-3390.9438475,-1616.13291963,,
345357.793392,-1090307.13184,650.0,-721.505141389,31731.6210938,2.20702949672,12401.8600433,-1398.39819328,-1616.17177239,0.0,-1398.39819328
345299.769996,-1090307.20109,650.0,-722.339553959,31789.6445313,2.38212820007,10564.5474442,-1490.20434562,-1617.77225044,0.0,-1490.20434562
345297.680154,-1090307.20377,650.0,-722.369608653,31791.734375,16.2936684399,11483.2037438,-5103.17578104,-1617.82996178,0.0,-5103.17578104
345295.486796,-1090307.20657,650.0,-722.401152074,31793.9277344,7.11581851051,12401.8600433,-3359.73193344,-1617.8905365,0.0,-3359.73193344
345294.809062,-1090307.20744,650.0,-722.410898802,31794.6054688,2.21478238509,9645.89114475,-1281.62597648,-1617.9092547,0.0,-1281.62597648
345227.482948,-1090307.29501,650.0,-723.37916501,31861.9316406,2.11979080085,6889.92224625,-1349.82421867,-1619.77107072,0.0,-1349.82421867
345217.963428,-1090307.30962,650.0,-723.516088151,31871.4511719,1.46070918357,2296.64074875,-894.651733333,-1620.03472142,0.0,-894.651733333
345197.191968,-1090307.34151,650.0,-723.814855434,31892.2226563,2.34743734935,11483.2037438,-1407.07446281,-1620.61032225,0.0,-1407.07446281
345112.156921,-1090307.47749,650.0,-725.03803599,31977.2578125,2.11737412725,7808.57854575,-1353.77636711,-1622.97135356,0.0,-1353.77636711
344997.520402,-1090307.6911,650.0,-726.687324286,32091.8945313,1.81620280421,1377.98444925,-1044.02087395,-1626.16616294,0.0,-1044.02087395
344990.270417,-1090307.70581,650.0,-726.791643441,32099.1445313,3.87773849846,9645.89114475,-2488.73901355,-1626.3686696,0.0,-2488.73901355
344942.959974,-1090307.80486,650.0,-727.472423704,32146.4550781,3.02046613956,8727.23484525,-2014.4645995,-1627.69146664,0.0,-2014.4645995
344938.094752,-1090307.81556,650.0,-727.542437524,32151.3203125,1.8543194404,16076.4852413,-1076.66503899,-1627.82763046,0.0,-1076.66503899
344864.46993,-1090307.97761,650.0,-728.601987515,32224.9453125,2.28901847311,10564.5474442,-1451.05883781,-1629.89103668,0.0,-1451.05883781
344805.645857,-1090308.10875,650.0,-729.448600201,32283.7695313,1.79817255943,13320.5163427,-827.890502866,-1631.54349135,0.0,-827.890502866
344744.85305,-1090308.24877,650.0,-730.323628781,32344.5625,2.73227963178,14239.1726422,-1855.92211904,-1633.25486589,0.0,-1855.92211904
344726.310133,-1090308.2925,650.0,-730.590546171,32363.1054688,8.28445370293,10564.5474442,-3827.46728499,-1633.77759642,0.0,-3827.46728499
344654.089636,-1090308.46508,650.0,-731.630192872,32435.3261719,2.19990389411,8727.23484525,-1456.47656241,-1635.81672268,0.0,-1456.47656241
344448.494461,-1090308.93061,650.0,-734.577300294,32640.921875,3.56366080334,19751.1104392,-2655.50830065,-1641.6487616,0.0,-2655.50830065
344426.916388,-1090308.97794,650.0,-734.882622138,32662.5,2.012896242,12401.8600433,-1127.58935539,-1642.26317341,0.0,-1127.58935539
344400.330524,-1090309.04053,650.0,-735.258833352,32689.0859375,1.76672775019,13320.5163427,-761.773437439,-1643.02083826,0.0,-761.773437439
344277.327015,-1090309.35298,650.0,-736.999566508,32812.0898438,0.607641067866,6889.92224625,-736.999566508,-1646.53524591,,
344172.979717,-1090309.62608,650.0,-738.476280471,32916.4375,1.69806398575,16995.1415407,-1257.91479484,-1649.52779406,0.0,-1257.91479484
344137.729829,-1090309.71511,650.0,-738.975096231,32951.6875,1.7080682196,14239.1726422,-738.975096231,-1650.54095136,0.0,-738.975096231
344067.25346,-1090309.87994,650.0,-739.972278023,33022.1640625,2.53347628003,11483.2037438,-1774.44799795,-1652.56984578,0.0,-1774.44799795
343850.504022,-1090310.37371,650.0,-743.038859024,33238.9140625,2.26904455158,15157.8289418,-1813.270996,-1658.83786171,0.0,-1813.270996
343799.871329,-1090310.48351,650.0,-743.75514131,33289.546875,4.50348474774,13320.5163427,-3060.16503892,-1660.30809546,0.0,-3060.16503892
343720.49648,-1090310.63834,650.0,-744.877880969,33368.921875,1.95440126029,13320.5163427,-1091.47778313,-1662.61728868,0.0,-1091.47778313
343545.625645,-1090310.93879,650.0,-747.351016393,33543.7929688,3.51677567326,12401.8600433,-2475.24218738,-1667.72374247,0.0,-2475.24218738
343490.231213,-1090311.04308,650.0,-748.137980371,33599.1875,5.92270125094,22507.0793378,-5639.26513649,-1669.34702235,0.0,-5639.26513649
343405.44627,-1090311.23261,650.0,-749.367639687,33683.9726563,1.68833936809,16076.4852413,-749.367639687,-1671.83709857,0.0,-749.367639687
343337.915248,-1090311.40818,650.0,-750.347152342,33751.5039063,1.90796328235,20669.7667388,-1690.1003417,-1673.82518344,0.0,-1690.1003417
343215.419543,-1090311.71617,650.0,-752.123661288,33874.0,2.0948608023,14239.1726422,-1364.47900382,-1677.44116578,0.0,-1364.47900382
343069.013558,-1090311.99137,650.0,-754.246103497,34020.40625,0.0902453086688,1377.98444925,-754.246103497,-1681.77826899,,
343034.353435,-1090312.03946,650.0,-754.748438809,34055.0664063,2.93917432051,21588.4230382,-3162.58300767,-1682.80741575,0.0,-3162.58300767
