Line,ANTOSTRAT_basement,bedmap2_bed,Distance,Mag_anom_draped_1000,Susc,Window_Width,x,y,Z_Dikes,Depth
403.3,,-423.340232228319,0.0,13.1216183417337,,,314396.674982424,-2010543.69900101,,
403.3,,-423.560024684126,134.211801541841,13.1565029636934,,,314263.253005159,-2010558.19637124,,
403.3,,-423.779260479401,268.423603083683,13.2541463068318,,,314129.488854709,-2010569.04604644,,
403.3,,-423.990861304811,402.635404625524,13.4090838486602,,,313995.46961449,-2010576.02020176,,
403.3,,-424.187883395743,536.847206167365,13.6115536157398,,,313861.302098513,-2010579.01356479,,
403.3,,-424.36501892492,671.059007709206,13.8488170463765,,,313727.100427321,-2010578.22996723,,
403.3,,-424.517114675931,805.270809251048,14.1055798132509,,,313592.965500081,-2010573.82893421,,
403.3,,-424.905356789542,939.482610792889,14.3624377454264,,,313459.033744133,-2010565.25084647,,
403.3,,-425.880450947848,1073.69441233473,14.5966309928005,,,313325.410800742,-2010552.78834769,,
403.3,,-426.834274133188,1207.90621387657,14.7840399424221,,,313192.202655873,-2010536.48963114,,
403.3,,-427.769062911832,1342.11801541841,14.900399092132,,,313059.518016899,-2010516.36783379,,
403.3,,-428.704206807909,1476.32981696025,14.9260703046658,,,312927.465961175,-2010492.43011233,,
403.3,,-429.655408152707,1610.5416185021,14.8431839806768,,,312796.205347077,-2010464.47115215,,
403.3,,-430.575458357176,1744.75342004394,14.6489316605314,,,312665.904666756,-2010432.34203248,,
403.3,,-431.462313433344,1878.96522158578,14.357979293569,,,312536.678855472,-2010396.14390731,,
403.3,,-432.274712188274,2013.17702312762,13.9790065114703,,,312408.665664626,-2010355.86888097,,
403.3,,-433.07319730368,2147.38882466946,13.5225776954953,,,312281.966373048,-2010311.62685384,,
403.3,,-433.882292501442,2281.6006262113,13.0020911045829,,,312156.709358173,-2010263.44280726,,
403.3,,-434.700845301387,2415.81242775314,12.4311306426994,,,312033.311283413,-2010210.6824636,,
403.3,,-435.5339895061,2550.02422929498,11.8412067714943,,,311911.77686988,-2010153.77257521,,
403.3,,-436.383944324045,2684.23603083683,11.2598277345507,,,311792.272582706,-2010092.71865871,,
403.3,,-437.2534163937,2818.44783237867,10.7134166355492,,,311674.899025215,-2010027.65865845,,
403.3,,-438.144159279209,2952.65963392051,10.2220386954782,,,311559.804862642,-2009958.64004957,,
403.3,,-439.205917682162,3086.87143546235,9.79865397999305,,,311447.596086024,-2009885.026043,,
403.3,,-440.5551724092,3221.08323700419,9.42789995048445,,,311338.302466671,-2009807.14810932,,
403.3,,-442.067825514307,3355.29503854603,9.08458550513936,,,311231.19844562,-2009726.27616433,,
403.3,,-443.760018339811,3489.50684008787,8.74137738081784,,,311125.156085806,-2009644.01021024,,
403.3,,-445.643055441964,3623.71864162971,8.37082561711672,,,311019.225327045,-2009561.59980521,,
403.3,,-447.603699741484,3757.93044317156,7.94804834082615,,,310912.970545432,-2009479.60782025,,
403.3,,-449.376587703833,3892.1422447134,7.44723753912793,,,310806.217562368,-2009398.26576242,,
403.3,,-451.296837644278,4026.35404625524,6.86055694719745,,,310698.929610221,-2009317.63121476,,
403.3,,-453.365550408756,4160.56584779708,6.17991758283306,,,310590.980473804,-2009237.88469168,,
403.3,,-455.108234041888,4294.77764933892,5.40530192500872,,,310482.252974634,-2009159.20299711,,
403.3,,-454.403968268765,4428.98945088076,4.54717317686626,,,310372.755239282,-2009081.59592984,,
403.3,,-453.589237979238,4563.2012524226,3.62662324212838,,,310262.491433301,-2009005.08105032,,
403.3,,-452.665214432914,4697.41305396444,2.6904038651699,,,310151.469107071,-2008929.67191769,,
403.3,,-451.632708319374,4831.62485550629,1.78312957698889,,,310039.652246276,-2008855.44631159,,
403.3,,-450.494201120858,4965.83665704813,0.946657409435547,,,309927.161469786,-2008782.24499726,,
403.3,,-449.252196938482,5100.04845858997,0.216739044977256,,,309814.142401864,-2008709.8613694,,
403.3,,-447.906185827892,5234.26026013181,-0.372173957858543,,,309700.410567719,-2008638.60411393,,
403.3,,-446.456058524979,5368.47206167365,-0.829696150664976,,,309585.75467081,-2008568.84483969,,
403.3,,-445.201787823196,5502.68386321549,-1.18674696292099,,,309470.198186434,-2008500.58802796,,
403.3,,-444.534146085385,5636.89566475733,-1.47904399283032,,,309353.813187725,-2008433.75327267,,
403.3,,-443.810723658486,5771.10746629918,-1.74349405173503,,,309236.609598137,-2008368.36394831,,
403.3,,-443.034266115481,5905.31926784102,-2.01267482824132,,,309118.653857622,-2008304.3396379,,
403.3,,-442.201436299007,6039.53106938286,-2.30761873194429,,,309000.359107916,-2008240.94280936,,
403.3,,-441.308249346535,6173.7428709247,-2.63306716930942,,,308882.09445588,-2008177.49001751,,
403.3,,-440.352424845425,6307.95467246654,-2.98300498051091,,,308764.02885018,-2008113.66775895,,
403.3,,-439.333692435665,6442.16647400838,-3.34108364364105,,,308646.156590946,-2008049.48893869,,
403.3,,-438.252527319573,6576.37827555022,-3.67923311260063,,,308528.420608388,-2007985.06036175,,
403.3,,-437.479045964279,6710.59007709206,-3.97069492948671,,,308410.789371574,-2007920.44083746,,
403.3,,-436.785434863426,6844.80187863391,-4.20013331613343,,,308293.366984284,-2007855.44291859,,
403.3,,-436.055842631807,6979.01368017575,-4.3602823308844,,,308176.2349436,-2007789.9232297,,
403.3,,-435.291555669212,7113.22548171759,-4.45254620631286,,,308059.314398078,-2007724.02649498,,
403.3,,-434.496677461186,7247.43728325943,-4.48309485053434,,,307942.382440008,-2007658.14998501,,
403.3,,-433.67512653345,7381.64908480127,-4.4812225995506,,,307825.238986896,-2007592.65080962,,
403.3,,-432.830916972794,7515.86088634311,-4.47141161869453,,,307707.695213147,-2007527.8735925,,
403.3,,-431.937944539034,7650.07268788495,-4.47527238338244,,,307589.637308811,-2007464.0383535,,
403.3,,-431.267852608212,7784.28448942679,-4.51157753690224,,,307471.104905998,-2007401.08768271,,
403.3,,-431.157995019365,7918.49629096864,-4.5985456264933,,,307352.257943552,-2007338.73235202,,
403.3,,-431.083165901952,8052.70809251048,-4.73641067538347,,,307233.215368456,-2007276.7513946,,
403.3,,-431.043657676296,8186.91989405232,-4.92398361183626,,,307113.960571329,-2007215.17980703,,
403.3,,-431.038811185808,8321.13169559416,-5.15510779922143,,,306994.511190491,-2007153.98641399,,
403.3,,-431.065641335404,8455.343497136,-5.42175700017515,,,306874.971513623,-2007092.96943168,,
403.3,,-431.121127574428,8589.55529867784,-5.71100663279937,,,306755.451685242,-2007031.91359089,,
403.3,,-431.203821800518,8723.76710021968,-6.01157420023973,,,306636.007738884,-2006970.70948235,,
403.3,,-431.311952917783,8857.97890176152,-6.31669569169096,,,306516.711669949,-2006909.21780931,,
403.3,,-432.056444121474,8992.19070330337,-6.62095595899093,,,306397.687143985,-2006847.20235337,,
403.3,,-432.917509282972,9126.40250484521,-6.9178825444006,,,306279.09346314,-2006784.36725885,,
403.3,,-433.795044249997,9260.61430638705,-7.20258699896878,,,306160.943305636,-2006720.70232831,,
403.3,,-434.690104064499,9394.82610792889,-7.4727754293471,,,306043.219262035,-2006656.25303307,,
403.3,,-435.60212359562,9529.03790947073,-7.73169033245534,,,305925.958205084,-2006590.96527249,,
403.3,,-436.530334868589,9663.24971101257,-7.99045230722628,,,305809.205886792,-2006524.77169639,,
403.3,,-437.679016716922,9797.46151255441,-8.27059058517057,,,305692.884662584,-2006457.8227468,,
403.3,,-438.923769066881,9931.67331409626,-8.59110200643595,,,305576.701422621,-2006390.63448588,,
