Line,ANTOSTRAT_basement,bedmap2_bed,Distance,Susc,Window_Width,x,y,Depth,Distance_36k,Depth_36k
404.59,,-948.148923348003,25941.16015625,2.07688982264278,10135.0787,310001.622840619,-1035830.608524,-4186.5058591952,,
404.59,,-948.246551256157,25946.158203125,79.7806022489669,39944.1337,309996.624901411,-1035830.57571796,-17759.1562493497,,
404.59,,-948.978484889449,25983.62890625,1.22702940553022,5365.6299,309959.155005472,-1035830.3297688,-3408.5991209409103,0.0,-3408.5991209409103
404.59,,-949.046891200978,25987.130859375,72.6614695665059,38751.7715,309955.653127785,-1035830.30678278,-17030.5136712499,,
404.59,,-949.132504235064,25991.513671875,1.51411752539554,5365.6299,309951.270409699,-1035830.27801499,-3687.3432615562497,0.0,-3687.3432615562497
404.59,,-949.249058927312,25997.48046875,4.67228994138856,16096.8897,309945.303741359,-1035830.2388503,-5779.02343726499,,
404.59,,-949.543554613177,26012.55078125,2.73039434095062,12519.8031,309930.233701805,-1035830.14818244,-4646.71191386674,,
404.59,,-949.580730601814,26014.453125,51.4168326775219,37559.4093,309928.331391933,-1035830.13682933,-14765.8642572659,,
404.59,,-949.716610353088,26021.40625,85.9628080804755,41136.4959,309921.378390757,-1035830.09533337,-18379.4374993282,,
404.59,,-949.747717736948,26022.998046875,13.3763428357398,22058.7007,309919.786622229,-1035830.0858336,-8880.48339809497,,
404.59,,-949.764511919937,26023.857421875,35.8892968274091,35174.6849,309918.927262533,-1035830.08070489,-12410.1259760976,,
404.59,,-949.835887296123,26027.509765625,1.67294283738619,8942.7165,309915.274983826,-1035830.05890785,-3818.6010740517004,0.0,-3818.6010740517004
404.59,,-949.93783603758,26032.7265625,39.8145260870281,45905.9447,309910.058279854,-1035830.02777423,-12983.7314448277,,
404.59,,-950.078831949899,26039.94140625,17.4055610892507,23251.0629,309902.843564589,-1035829.98471635,-9902.4775386845,,
404.59,,-950.162269455612,26044.2109375,1.55999105805166,7750.3543,309898.574109372,-1035829.95923597,-3715.44287093028,0.0,-3715.44287093028
404.59,,-950.895391430432,26081.724609375,2.44396850664318,8942.7165,309861.061105556,-1035829.73535596,-4473.82763652898,0.0,-4473.82763652898
404.59,,-951.309576325403,26102.91796875,42.0698274584698,41136.4959,309839.868123601,-1035829.60887489,-13466.3906244985,,
404.59,,-951.521178074738,26113.744140625,10.4309936778676,20866.3385,309829.042135705,-1035829.54591802,-7986.597655938451,,
404.59,,-951.589754340776,26117.25,1.40942058438565,6557.9921,309825.536315045,-1035829.529442,-3579.4418943724904,0.0,-3579.4418943724904
404.59,,-951.925302160652,26134.404296875,46.1721793246514,36367.0471,309808.382207606,-1035829.44882428,-14064.1015619778,,
404.59,,-952.076935688223,26142.15625,39.0104381040188,47098.3069,309800.630340086,-1035829.41239348,-12859.9589838945,,
404.59,,-952.082513551109,26142.44140625,65.2289673850409,37559.4093,309800.345186985,-1035829.41105337,-16240.660155652298,,
404.59,,-952.815321490389,26179.904296875,3.66359623759035,11327.4409,309762.882710063,-1035829.23499411,-5309.9770505625,,
404.59,,-952.85016467619,26181.685546875,0.648667415602002,4173.2677,309761.101479733,-1035829.22662301,-2650.32104479533,,
404.59,,-952.855895466187,26181.978515625,37.1704588485158,48290.6691,309760.808514218,-1035829.22524618,-12553.1005854676,,
404.59,,-952.922831153128,26185.400390625,2.32048395594264,11327.4409,309757.386677006,-1035829.20916486,-4341.28417950233,,
404.59,,-953.002756786622,26189.486328125,90.6209437099722,42328.8581,309753.300784627,-1035829.18996274,-18849.1249993119,,
404.59,,-953.496297231658,26214.716796875,3.8807518130855,14904.5275,309728.070594498,-1035829.07139053,-5342.21289040513,,
404.59,,-953.805148484278,26230.501953125,42.2736421409638,37559.4093,309712.285590836,-1035829.00248512,-13603.0585932437,,
404.59,,-953.994189826456,26240.158203125,6.96936739574244,13712.1653,309702.629401125,-1035828.96836264,-6904.48730441347,,
404.59,,-953.995757526429,26240.23828125,32.1950764747526,49483.0313,309702.5493235,-1035828.96807967,-11525.7285151908,,
404.59,,-953.998701743573,26240.388671875,33.6286673307101,25635.7873,309702.398933814,-1035828.96754823,-12156.9951167314,,
404.59,,-954.055483105473,26243.2890625,32.5740257495184,24443.4251,309699.498561298,-1035828.95729906,-11866.7724604914,,
404.59,,-954.221200901947,26251.75390625,2.24151235203082,10135.0787,309691.0337704,-1035828.92738668,-4311.28271465962,,
404.59,,-954.729943173245,26277.740234375,8.39587826602348,19673.9763,309665.047604523,-1035828.83555829,-7275.7070309631,,
404.59,,-954.793607987651,26280.9921875,40.9361900920331,42328.8581,309661.795671702,-1035828.8240668,-13264.1894526305,,
404.59,,-955.612539179255,26322.822265625,42.2469089053162,37559.4093,309619.965854747,-1035828.67625104,-13620.4531244931,,
404.59,,-955.856228755528,26335.26953125,15.0493412387428,16096.8897,309607.518666838,-1035828.6322659,-9287.4707027684,,
404.59,,-956.189395359369,26352.27734375,44.0610974826718,30405.2361,309590.51091758,-1035828.58659723,-13580.920897932,,
404.59,,-956.934721068455,26390.318359375,58.0800762277943,36367.0471,309552.470013166,-1035828.49461246,-15439.6992181801,,
404.59,,-956.962847426062,26391.75390625,39.8582253576779,38751.7715,309551.034470488,-1035828.49114125,-13252.2001948184,,
404.59,,-957.232937501229,26405.5390625,39.5685350433823,43521.2203,309537.249354539,-1035828.45780816,-13034.1933588885,,
404.59,,-957.242886997339,26406.046875,3.41303260672714,13712.1653,309536.741543523,-1035828.45658025,-5087.84960916395,,
404.59,,-957.498359870933,26419.0859375,3.3753362234314,12519.8031,309523.702519142,-1035828.42505125,-5114.84277322551,,
404.59,,-957.922784943635,26440.748046875,38.8441940104381,18481.6141,309502.040473096,-1035828.37267136,-13008.0703120144,,
404.59,,-958.284069626993,26462.15625,49.7986507845042,26828.1495,309480.632317726,-1035828.32817891,-14581.6298822723,,
404.59,,-958.480417752117,26473.98828125,46.1767974448048,36367.0471,309468.800302781,-1035828.30853553,-14106.1787104138,,
404.59,,-958.711639327902,26487.921875,6.98427595943298,18481.6141,309454.866728233,-1035828.28540316,-6735.17724582559,,
404.59,,-958.848251974546,26496.154296875,33.9935255766476,26828.1495,309446.634317704,-1035828.27173579,-12388.8476557858,,
404.59,,-959.506093098571,26535.796875,38.7929707436737,44713.5825,309406.991794211,-1035828.2059217,-12899.6611323306,,
404.59,,-959.790915590229,26552.9609375,79.5581998386539,20866.3385,309389.827755365,-1035828.17742614,-16608.5585931396,,
404.59,,-959.851717225236,26556.625,45.1194208004742,37559.4093,309386.163697914,-1035828.17134311,-14051.8935541657,,
404.59,,-960.818738969531,26614.880859375,38.6230634353546,45905.9447,309327.907883788,-1035828.0995205,-12896.5566401432,,
404.59,,-960.844190849728,26616.4140625,39.1394285385008,39944.1337,309326.374681684,-1035828.09775023,-13092.8251948239,,
404.59,,-960.937146860108,26622.013671875,37.2757289385732,47098.3069,309320.775076042,-1035828.0912848,-12691.1435542129,,
404.59,,-961.200094539474,26637.853515625,43.2160267702794,31597.5983,309304.935242851,-1035828.07299578,-13517.1513666842,,
404.59,,-961.354360961919,26647.146484375,35.8466224336917,36367.0471,309295.642280295,-1035828.06226591,-12604.6923823409,,
404.59,,-961.513782148557,26656.75,30.9989113255075,23251.0629,309286.038771071,-1035828.05117748,-11628.0371089372,,
404.59,,-961.94054042633,26682.45703125,32.5916565139367,48290.6691,309260.331755767,-1035828.02268633,-11753.9843745578,,
404.59,,-962.001768907098,26686.14453125,6.13640124137704,17289.2519,309256.644257083,-1035828.01957074,-6411.56152318056,,
404.59,,-962.260562508053,26701.73046875,41.1976736528425,38751.7715,309241.058325146,-1035828.00640209,-13565.2421869951,,
404.59,,-963.063076894934,26750.0625,5.92677635045029,14904.5275,309192.726311147,-1035827.96556607,-6456.36083958526,,
404.59,,-963.065736147144,26750.22265625,50.8727423895685,35174.6849,309192.566154954,-1035827.96543076,-14588.9101557096,,
404.59,,-963.128423128316,26753.998046875,22.3747015920578,25635.7873,309188.790765677,-1035827.96224091,-10641.6005855339,,
404.59,,-963.501301031133,26776.455078125,65.8595301206803,35174.6849,309166.333742443,-1035827.94326683,-16177.2480462795,,
404.59,,-963.678853617059,26787.1484375,87.7302556841568,23251.0629,309155.640386885,-1035827.93423195,-17426.9531243612,,
404.59,,-964.171842202652,26816.826171875,38.5454773703881,36367.0471,309125.962654623,-1035827.92523369,-13129.2041010727,,
404.59,,-964.17729323228,26817.154296875,38.8940590065691,41136.4959,309125.634529631,-1035827.92516481,-13024.0429682638,,
404.59,,-964.18796816505,26817.796875,18.3556775712475,24443.4251,309124.99195152,-1035827.92502991,-9809.7548824378,,
404.59,,-964.222069543695,26819.849609375,5.7302922134049,16096.8897,309122.93921719,-1035827.92459897,-6291.39160130972,,
404.59,,-964.3199933687,26825.744140625,42.8226427830554,32789.9605,309117.04468607,-1035827.92336151,-13517.3203119967,,
404.59,,-965.082260237974,26871.62890625,44.0353479642404,38751.7715,309071.159921456,-1035827.91372878,-13990.6503901053,,
404.59,,-965.229664724267,26880.501953125,36.6669890844433,37559.4093,309062.286874777,-1035827.91186603,-12829.5185542081,,
404.59,,-965.582228213195,26901.724609375,33.6908411399595,28020.5117,309041.064218994,-1035827.90741069,-12505.1318354693,,
404.59,,-965.66492789115,26906.701171875,55.4374619272625,33982.3227,309036.087656964,-1035827.90823803,-15074.3759760052,,
404.59,,-966.126369266246,26934.458984375,38.1636510314625,42328.8581,309008.329849372,-1035827.92474528,-12895.4824213933,,
404.59,,-966.465178534929,26954.83984375,26.6841609180263,49483.0313,308987.948993601,-1035827.93686554,-10286.2128902337,,
404.59,,-966.482159610044,26955.861328125,15.1449521724098,23251.0629,308986.927509407,-1035827.93747301,-9059.9941402762,,
404.59,,-966.72401844242,26970.41015625,41.7867309307035,35174.6849,308972.378683854,-1035827.94612503,-13524.114257309,,
404.59,,-966.799962674173,26974.978515625,42.68073231367,33982.3227,308967.810325287,-1035827.94884178,-13564.2324213701,,
404.59,,-967.28845508173,27004.36328125,37.6857537990418,45905.9447,308938.425564858,-1035827.96631655,-12884.4316401437,,
404.59,,-967.716403904728,27030.09765625,38.0158547226658,43521.2203,308912.691203966,-1035827.99141692,-12871.8251948316,,
404.59,,-968.127729820544,27054.82421875,38.5110554997613,44713.5825,308887.964664218,-1035828.02495982,-12989.9619135775,,
404.59,,-968.205804142552,27059.517578125,40.0079314773045,39944.1337,308883.271309161,-1035828.03132661,-13456.8349604363,,
404.59,,-968.210807661214,27059.818359375,33.2768649467393,47098.3069,308882.970528188,-1035828.03173463,-12032.8476557982,,
404.59,,-968.926380865876,27102.833984375,36.6296201781392,38751.7715,308839.954942767,-1035828.0900876,-12776.3251948349,,
404.59,,-969.097412925386,27113.115234375,42.9151533611024,39944.1337,308829.673702227,-1035828.10403466,-13888.9189447963,,
404.59,,-969.09945985511,27113.23828125,42.5712557006207,35174.6849,308829.550655466,-1035828.10420158,-13620.6513666806,,
404.59,,-969.266366130685,27123.271484375,46.732634715751,32789.9605,308819.517461572,-1035828.11781215,-14042.407226041,,
404.59,,-969.296712784917,27125.095703125,12.8332074532014,22058.7007,308817.693244501,-1035828.1202868,-8470.59277310918,,
404.59,,-969.780508362896,27154.18359375,35.5116399677308,37559.4093,308788.605372505,-1035828.15306692,-12683.1914057756,,
404.59,,-969.782229991204,27154.287109375,44.7796967352113,33982.3227,308788.50185694,-1035828.15317865,-13816.2783197989,,
404.59,,-970.492129499564,27196.970703125,63.7285599038509,25635.7873,308745.818288055,-1035828.1992509,-15916.074218163601,,
404.59,,-970.759765019497,27213.0625,11.5947784784076,17289.2519,308729.726500555,-1035828.21662023,-8414.01464811114,,
404.59,,-971.088244563496,27232.8125,42.384374125356,36367.0471,308709.97651206,-1035828.23793818,-13661.7304682417,,
404.59,,-971.585756373343,27262.74609375,38.4273654488879,44713.5825,308680.04292429,-1035828.24681262,-13110.1083979483,,
404.59,,-971.85412274458,27278.8984375,35.6786290521741,35174.6849,308663.890580624,-1035828.24517107,-12738.7919917112,,
404.59,,-971.898093282595,27281.544921875,41.7623726106785,41136.4959,308661.244096262,-1035828.24490211,-13746.3496088638,,
404.59,,-972.077090661143,27292.318359375,11.2808615551787,20866.3385,308650.470658818,-1035828.24380721,-8063.39550749829,,
404.59,,-972.216822809654,27300.728515625,37.2136683185433,39944.1337,308642.060502611,-1035828.24295249,-12838.2763667078,,
404.59,,-972.253784002502,27302.953125,34.2204534977527,36367.0471,308639.835893248,-1035828.2427264,-12505.0507807818,,
404.59,,-972.28049081576,27304.560546875,38.8061871285336,41136.4959,308638.228471381,-1035828.24256304,-13299.8837885668,,
404.59,,-972.56131792341,27321.462890625,34.214464759051,45905.9447,308621.326127718,-1035828.24084526,-12330.2841792254,,
404.59,,-973.190756823049,27359.3515625,42.0228683382999,37559.4093,308583.437459459,-1035828.2323504,-13671.6445307414,,
404.59,,-973.440892375169,27374.423828125,40.5785450863531,42328.8581,308568.365208006,-1035828.21168187,-13561.0996088702,,
404.59,,-973.44705093855,27374.794921875,27.4358813941619,48290.6691,308567.994114605,-1035828.21117299,-10648.1328120962,,
404.59,,-973.450357114379,27374.994140625,38.7541365514743,43521.2203,308567.794896042,-1035828.2108998,-13125.9052729478,,
404.59,,-973.481344398763,27376.861328125,39.4261265414314,43521.2203,308565.927710298,-1035828.20833933,-13341.6943354403,,
404.59,,-973.613396691359,27384.818359375,32.7907460610152,29212.8739,308557.970686529,-1035828.19742789,-12484.1679682825,,
404.59,,-973.619620060352,27385.193359375,39.9969459490607,31597.5983,308557.595686882,-1035828.19691366,-13152.1669916969,,
404.59,,-973.662535354705,27387.779296875,37.1861900920331,41136.4959,308555.009751813,-1035828.19336757,-12822.4746088958,,
404.59,,-974.212068292621,27420.892578125,10.4940668269152,19673.9763,308521.896501697,-1035828.14795948,-7894.5732418791395,,
404.59,,-974.304250768262,27426.447265625,37.6182477485635,42328.8581,308516.34181942,-1035828.14034236,-12899.2978510806,,
404.59,,-974.556811733572,27441.666015625,10.4902472052553,18481.6141,308501.123083729,-1035828.11947296,-7989.31640593836,,
404.59,,-974.693811975242,27450.373046875,37.6316452361745,42328.8581,308492.416060665,-1035828.10753304,-13107.7666010734,,
404.59,,-974.78903852553,27456.474609375,35.3109369597787,44713.5825,308486.314503902,-1035828.099166,-12616.7705073404,,
404.59,,-974.83271952207,27459.2734375,38.3582253576779,33982.3227,308483.515678409,-1035828.09532798,-13046.0117182631,,
404.59,,-975.097163060846,27476.22265625,41.4887304697147,38751.7715,308466.566484677,-1035828.06678329,-13638.9999994925,,
404.59,,-975.221721190556,27484.208984375,29.393073231367,29212.8739,308458.58017341,-1035828.05037393,-11709.4746089344,,
404.59,,-975.349081260133,27492.375,34.7174550124302,37559.4093,308450.414175023,-1035828.03359537,-12541.2812495306,,
404.59,,-975.448416250989,27498.744140625,36.469677637103,43521.2203,308444.045047842,-1035828.02050882,-12880.0468745188,,
404.59,,-976.095684758602,27540.24609375,41.7874100660202,28020.5117,308402.543182322,-1035827.93523554,-13797.7431635495,,
404.59,,-976.315641341563,27554.349609375,34.9583134394705,38751.7715,308388.439696467,-1035827.90625731,-12670.7353510886,,
404.59,,-976.335988994394,27555.654296875,39.2802606233227,42328.8581,308387.135011721,-1035827.90357659,-13278.41601513,,
404.59,,-976.424385371685,27561.322265625,40.0076886349792,32789.9605,308381.467054936,-1035827.89193072,-13168.7900385713,,
404.59,,-976.571478551583,27570.75390625,27.8315950213207,28020.5117,308372.03543422,-1035827.87255171,-11372.3339839461,,
404.59,,-976.606782024407,27573.017578125,40.7957531404863,39944.1337,308369.771767123,-1035827.86790059,-13558.8359369953,,
404.59,,-976.829498528544,27587.298828125,30.4974707354418,30405.2361,308355.490548383,-1035827.83802603,-11977.1181636126,,
404.59,,-977.244051544634,27613.8828125,40.0053878068457,41136.4959,308328.906624985,-1035827.78108736,-13430.9736323122,,
404.59,,-977.67434453328,27641.4765625,32.4915622581867,35174.6849,308301.312938278,-1035827.72198594,-12287.9335932893,,
404.59,,-977.763064240139,27647.166015625,29.3378965738652,22058.7007,308295.623498203,-1035827.70980004,-11576.6337886265,,
404.59,,-977.929416750246,27657.833984375,36.0526309290571,38751.7715,308284.955553923,-1035827.68695095,-12724.1533198367,,
404.59,,-978.238089138465,27677.62890625,33.7651920512356,33982.3227,308265.160677452,-1035827.64455337,-12487.3037104699,,
404.59,,-978.256362682258,27678.80078125,34.8431279737895,30405.2361,308263.98880514,-1035827.6420434,-12407.4208979727,,
404.59,,-978.283011579225,27680.509765625,38.7810961655608,35174.6849,308262.279824685,-1035827.63838303,-13123.2236323229,,
404.59,,-978.303173356656,27681.802734375,37.5990508569453,41136.4959,308260.986858901,-1035827.6356137,-12968.5166010782,,
404.59,,-978.355983745046,27685.189453125,38.4410798663132,33982.3227,308257.600147919,-1035827.62835989,-13016.5839838891,,
404.59,,-978.58920790717,27700.14453125,28.3236367902007,47098.3069,308242.645100846,-1035827.59794419,-11007.6552730212,,
404.59,,-978.728394993665,27709.068359375,36.6927550667611,39944.1337,308233.721288535,-1035827.58114441,-12813.2080073336,,
404.59,,-978.924090596753,27721.615234375,38.8252358451736,36367.0471,308221.174435768,-1035827.55752397,-13182.0693354458,,
404.59,,-979.077624300024,27731.458984375,32.4862361909152,31597.5983,308211.330703212,-1035827.53899237,-12185.4169917304,,
404.59,,-979.530514011846,27760.49609375,31.7962799848532,30405.2361,308182.293645292,-1035827.48432782,-12368.5527339115,,
404.59,,-979.604842516711,27765.26171875,36.5730461482738,33982.3227,308177.528028737,-1035827.47535617,-12814.5371088961,,
404.59,,-979.754717506549,27774.87109375,35.639276247551,32789.9605,308167.918670765,-1035827.45726579,-12609.0439448407,,
404.59,,-979.764130363805,27775.474609375,33.3476246727803,36367.0471,308167.31515621,-1035827.45612963,-12387.1904292234,,
404.59,,-979.77677222279,27776.28515625,31.0905472595861,31597.5983,308166.504610771,-1035827.45460371,-12132.9999995447,,
404.59,,-979.830050750091,27779.701171875,37.8278782989512,32789.9605,308163.088601199,-1035827.4481728,-12888.2226557685,,
404.59,,-979.877419521328,27782.73828125,38.6316164243731,37559.4093,308160.051497206,-1035827.44245522,-13188.5605463831,,
404.59,,-980.132600446676,27799.099609375,33.5766990730832,32789.9605,308143.690198074,-1035827.41165378,-12423.5166010971,,
404.59,,-980.308994383365,27810.40625,30.8612999884753,30405.2361,308132.383572833,-1035827.39354348,-11857.8896479917,,
404.59,,-980.364054839973,27813.93359375,37.8580195590971,39944.1337,308128.856231019,-1035827.38984792,-13059.3691401376,,
404.59,,-980.701306621174,27835.5390625,36.9592189532261,35174.6849,308107.250774126,-1035827.3672121,-12923.6474604548,,
404.59,,-980.701520032457,27835.552734375,38.2594461548593,38751.7715,308107.237102259,-1035827.36719778,-13143.0058588847,,
404.59,,-980.789567363783,27841.193359375,34.1595432917895,39944.1337,308101.596480355,-1035827.36128815,-12561.8515620298,,
404.59,,-980.965356754637,27852.455078125,26.0356648940549,26828.1495,308090.334767785,-1035827.34948937,-11011.6728511461,,
404.59,,-981.073403248026,27859.376953125,24.5014282421508,19673.9763,308083.412896584,-1035827.3422374,-11083.8837886436,,
