-313168.567755	-460371.085696	-2830.02368151	20
-282517.793697	-460400.157004	-3003.77014146	20
-253059.835769	-460421.537899	-1576.37114249	20
-223002.640738	-460401.05006	-1993.21832265	20
-193032.724042	-460373.670301	-612.616603576	20
-280171.367076	-490268.018518	-3517.33876937	50
-250575.774313	-490255.565766	-2675.23271472	50
-190588.748775	-490219.33351	-1636.91076651	50
-167890.904516	-490243.166447	-3263.52697739	50
-266753.619028	-510450.919774	-3364.7940184	70
-237281.978166	-510044.640217	-2000.70336904	70
-218324.280371	-514421.651273	-804.88337253	1040
-206676.721963	-510340.698442	-1364.32175285	70
-177287.684579	-510310.87346	-1554.87036124	70
-252934.414006	-520309.73127	-3084.47342515	80
-222804.389239	-520370.476869	-3039.03655992	80
-192665.607115	-520348.443515	-1907.98623037	80
-163344.619628	-520500.011807	-1094.59060052	1050
-239493.694578	-540382.467621	-2434.48549793	100
-218327.450219	-544564.002198	-773.492659455	1040
-208540.493443	-540623.788511	-2498.86978748	100
-179187.434882	-540285.011351	-3000.2566649	100
-148818.510728	-540195.077676	-2123.41816395	100
-235113.069703	-550275.915055	-2180.35579823	110
-204721.001482	-550268.303771	-4043.56354963	110
-174498.845702	-550295.448342	-3183.57934556	110
-163337.840391	-554537.802038	-768.880005551	1050
-146556.424556	-550285.024886	-1924.99591055	110
-124210.738527	-550243.776859	-3062.22070299	110
-230356.854446	-570090.638034	-1835.31777334	130
-170990.241062	-569801.939792	-2876.14323717	130
-139800.144066	-570243.033545	-2303.80917958	130
-218323.095354	-574724.444338	-1140.05235588	1040
-255460.204663	-580287.75306	-1533.12330313	140
-226324.546472	-580300.131495	-1371.54575187	140
-195301.780163	-580256.169927	-2619.7306151	140
-166789.884554	-580277.17951	-2827.04438463	140
-163354.439157	-584284.134755	-3522.44450668	1050
-137970.997363	-580316.861157	-2300.65884998	140
-106736.035595	-580291.735161	-645.135923525	140
-223550.701977	-599851.453542	-2888.43725572	160
-193645.633139	-600033.743918	-3144.28173813	160
-163561.661854	-600199.172541	-1946.7682372	160
-133885.417725	-599885.356351	-2844.09072252	160
-108414.724553	-602471.926362	-3075.2885985	1060
-103379.250886	-600340.695506	-1752.6753417	160
-73514.6740862	-600231.596684	-614.563639897	160
-49195.0026541	-599872.16066	-421.059007685	160
-163330.253533	-614331.457503	-2379.89782703	1050
-72096.4649977	-619907.530228	-1272.76481926	180
-53380.1160833	-618799.343912	-2129.63853749	1070
-42641.8618015	-619990.972436	-2559.33759753	180
-222685.869258	-620584.88631	-2738.62780749	180
-192510.436257	-620579.093769	-1819.81134023	180
-162704.915942	-620472.765122	-2002.64582509	180
-132444.572958	-620249.713236	-1527.47650138	180
-102845.177352	-620203.882627	-1741.61845694	180
-237628.846944	-630289.271609	-1588.63146964	190
-218323.118145	-634802.65033	-640.296252385	1040
-207500.953368	-630311.992732	-2276.39809559	190
-174972.254336	-630326.73008	-995.233593683	190
-148203.509986	-630334.910849	-797.224877868	190
-117264.261773	-630355.378299	-1384.51007072	190
-87654.6766186	-630354.571217	-1163.58475335	190
-57478.4541171	-630346.767453	-1773.87890616	190
-28027.6411184	-630346.295146	-2638.77984606	190
2320.85395018	-630361.256299	-1995.28950185	190
-254213.039855	-640316.229548	-3000.92314439	200
-222105.122035	-640233.804695	-1369.08968497	200
-192993.466864	-640262.198576	-2060.62092274	200
-163270.042331	-640268.333623	-976.868133477	200
-133522.086964	-640295.560431	-1701.82441397	200
-103544.980846	-640263.246814	-890.556030208	200
-73226.354671	-640255.274075	-1289.10649406	200
-43260.0130748	-640251.011744	-3604.68681625	200
-13102.3406984	-640267.643446	-2854.32265612	200
1648.22521074	-636240.880245	-1838.18121328	1080
16712.1947665	-640273.880852	-1168.9825927	200
-249085.934074	-650314.916156	-1675.98359366	210
-218688.405314	-650323.966835	-799.175366149	210
-188712.516101	-650339.086108	-2265.95145252	210
-158639.633613	-650345.951176	-849.778991635	210
-128487.686297	-650328.362976	-1569.31079093	210
-98915.3364016	-650332.177065	-2025.99423818	210
-68829.3432665	-650325.681949	-1053.21433709	210
-53331.70131	-649108.157536	-1195.01208488	1070
-38824.690226	-650298.35005	-2284.13618153	210
-8751.93236667	-650308.078555	-3368.32707505	210
19725.5079443	-650305.04795	-3144.06494126	210
-218337.596343	-664116.46995	-1779.60186758	1040
-108398.048737	-661892.469393	-1706.74627676	1060
-294196.250607	-670414.670189	-2296.00407704	230
-264853.34079	-670249.306358	-3536.77297348	230
-232065.308865	-670234.40639	-2169.29370106	230
-204624.684307	-670272.162229	-567.006985882	230
-174139.470362	-670258.225979	-1725.98934317	230
-163320.130934	-674813.117255	-853.103973324	1050
-144616.357868	-670259.294859	-1047.13244622	230
-114757.518041	-670264.193953	-1020.18853753	230
-84627.5194409	-670280.656852	-863.237548763	230
-54327.1732683	-670257.329061	-2351.01710194	230
