Line,_Plotflag,ANTOSTRAT_basement,ANTOSTRAT_basement_tracklines,bedmap2_bed,Calc_HGrad,Depth_sl,Depth_sl_cluster_750_5,Dike0_Cont1,Dip,Dist_Index,Distance,Elev_1000,FAG070,Mag_anom_draped_1000,Susc,Window_Width,x,y,Z_Both,Z_Contacts,Z_Dikes,Depth
590.0,,,,-279.353617318945,0.0466587096452713,,,,,13478.0,0.0,1000.0,,-1392.82942454554,,,355922.357239509,-1029553.65466388,,,,
590.0,,,,-280.944649018569,0.0466587096452713,,,,,13479.0,97.8303601845207,1000.0,,-1387.83383899771,,,355824.694009615,-1029559.35769432,,,,
590.0,,,,-282.52120733314,0.0352892316877842,,,,,13480.0,195.660720369041,1000.0,,-1383.85547173614,,,355727.09912341,-1029566.11892362,,,,
590.0,,,,-284.079920038759,0.0249287858605385,,,,,13481.0,293.491080553562,1000.0,,-1380.89625828124,,,355629.600632843,-1029574.15214404,,,,
590.0,,,,-285.619649866856,0.013272475451231,,,,,13482.0,391.321440738083,1000.0,,-1379.02014934262,,,355532.215860226,-1029583.46716964,,,,
590.0,,,,-287.258659259165,-0.000456997193396,,,,,13483.0,489.151800922604,1000.0,,-1378.36695156353,,,355434.949744314,-1029593.95443927,,,,
590.0,,,,-288.935040557732,-0.0131776398047805,,,,,13484.0,586.982161107124,1000.0,,-1379.07667665497,,,355337.795005729,-1029605.43024133,,,,
590.0,,,,-290.592589707544,-0.0211486835032701,,,,,13485.0,684.812521291645,1000.0,,-1380.79041763873,,,355240.725099091,-1029617.60281419,,,,
590.0,,,,-292.232837413263,-0.0238370671868324,,,,,13486.0,782.642881476166,1000.0,,-1383.04232942896,,,355143.723531265,-1029630.30836034,,,,
590.0,,,,-293.855066829169,-0.0201944094151258,,,,,13487.0,880.473241660686,1000.0,,-1385.24787999227,,,355046.793858975,-1029643.55013757,,,,
590.0,,,,-295.456685082553,-0.0105637460947037,,,,,13488.0,978.303601845207,1000.0,,-1386.79834280447,,,354949.956591421,-1029657.45024307,,,,
590.0,,,,-297.035029989193,0.003873829729855,,,,,13489.0,1076.13396202973,1000.0,,-1387.15807599315,,,354853.233188905,-1029672.12105954,,,,
590.0,,,,-298.586699441794,0.0209385622292757,,,,,13490.0,1173.96432221425,1000.0,,-1385.95473183462,,,354756.652996795,-1029687.70581704,,,,
590.0,,,,-300.106934259219,0.0379043631255627,,,,,13491.0,1271.79468239877,1000.0,,-1383.0644502915,,,354660.260033127,-1029704.40924309,,,,
590.0,,,,-301.594818897906,0.0522157214581966,,,,,13492.0,1369.62504258329,1000.0,,-1378.62485733079,,,354564.061277168,-1029722.19953298,,,,
590.0,,,,-303.075287785629,0.0601967051625252,,,,,13493.0,1467.45540276781,1000.0,,-1373.05427746803,,,354468.032161686,-1029740.88545275,,,,
590.0,,,,-304.585729598709,0.0604498609900475,,,,,13494.0,1565.28576295233,1000.0,,-1367.09874475841,,,354372.093192963,-1029760.02931502,,,,
590.0,,,,-306.089941248042,0.0541926063597202,,,,,13495.0,1663.11612313685,1000.0,,-1361.43896815303,,,354276.181316019,-1029779.30860434,,,,
590.0,,,,-307.59216553895,0.0425832346081734,,,,,13496.0,1760.94648332137,1000.0,,-1356.66987492982,,,354180.251447409,-1029798.49800062,,,,
590.0,,,,-309.094500876133,0.0278905853629112,,,,,13497.0,1858.77684350589,1000.0,,-1353.20761393466,,,354084.282051639,-1029817.48862731,,,,
