-304108.971527	-460371.537151	-2685.73188464	20
-267971.974855	-460407.235274	-1715.1876708	20
-231608.339179	-460418.247312	-2231.65599354	20
-196132.886064	-460371.730975	-615.836205999	20
-277681.95659	-490263.406109	-3785.70859358	50
-241817.951757	-490241.787147	-2521.55202625	50
-206814.72982	-490220.360717	-1534.91286612	50
-169635.828339	-490248.991507	-2838.54663073	50
-251696.0389	-510209.492982	-2932.99851061	70
-216172.826916	-510139.747781	-1195.63306877	70
-180168.509777	-510325.107947	-1612.59881583	70
-237855.857028	-520320.343405	-3018.56524644	80
-218322.559862	-517332.655311	-807.918395252	1040
-201917.736335	-520362.807403	-2005.96434316	80
-166457.449029	-520260.984883	-2977.03537584	80
-163335.249167	-527366.827958	-793.182464537	1050
-236504.085006	-540364.762138	-2515.70882556	100
-199602.492304	-540496.442873	-2854.62933336	100
-163744.513603	-540117.598953	-2509.9956908	100
-232962.713412	-550273.358991	-2428.48991687	110
-218322.275604	-555093.209442	-757.836584047	1040
-195101.468905	-550263.648634	-3590.99028304	110
-159807.147388	-550290.084389	-2669.24350573	110
-124210.738527	-550243.776859	-1898.99749746	110
-163338.487524	-563347.463501	-1083.99843743	1050
-250726.785821	-569619.800263	-2016.62573232	130
-215032.936035	-570301.161999	-1933.31700429	130
-179029.348261	-569868.454215	-1968.28146962	130
-143447.460515	-570168.029381	-2451.54495838	130
-253783.173904	-580287.877077	-1605.29931632	140
-217609.841837	-580290.211827	-1389.62424308	140
-181642.778502	-580258.477143	-2704.267578	140
-145743.392334	-580310.912204	-3336.11157212	140
-109722.444746	-580298.240438	-646.715929384	140
-218328.968734	-589423.261451	-1891.76118154	1040
-220469.217554	-599873.610572	-2814.11145006	160
-186826.860868	-600073.466632	-2751.85957018	160
-163340.995521	-602053.157394	-2844.43627916	1050
-149261.108513	-599731.799021	-2272.87578114	160
-111283.954781	-600277.981948	-3073.4052733	160
-78459.0642936	-600288.245999	-770.912713562	160
-108416.14394	-604911.561443	-2902.46374498	1060
-45654.6080461	-619918.347927	-2159.73168934	180
-225672.552103	-620544.143838	-2754.19482409	180
-218330.673272	-625149.372779	-643.493703933	1040
-189809.460237	-620571.80659	-1788.60510244	180
-153991.535774	-620406.761808	-2113.25136708	180
-119824.642094	-620183.045433	-1928.61694326	180
-81623.6346142	-620001.380587	-1124.79028313	180
-53369.7122172	-621751.607954	-2141.02889393	1070
-233917.70098	-630299.565667	-1753.20567617	190
-198312.430701	-630313.694643	-1049.79882805	190
-162648.827197	-630346.214116	-782.934667907	190
-126654.359491	-630352.922269	-945.537805108	190
-90322.0513753	-630354.018443	-1191.55803215	190
-54656.0486032	-630345.727457	-1738.80908194	190
-22494.8549111	-630347.821417	-2175.26673573	190
-250359.203841	-640263.913296	-1927.0097167	200
-213604.23638	-640240.075205	-1405.82830802	200
-178951.725029	-640265.031132	-2108.54106435	200
-142028.757788	-640283.271338	-1183.91253655	200
-108401.153141	-639956.459049	-1851.85732412	1060
-105820.332567	-640266.820835	-998.11168206	200
-70366.3357158	-640255.405627	-1307.80468742	200
-34908.4982033	-640255.160602	-3953.27270491	200
2047.33103868	-640272.716674	-1284.69345695	200
-233908.765404	-650312.827712	-1063.91782219	210
-202240.197447	-650335.335319	-1437.78527824	210
-161614.539188	-650346.787065	-822.998077329	210
-125687.687047	-650329.527382	-1530.19561759	210
-89592.1397124	-650336.55517	-2067.73995351	210
-53636.4440145	-650312.041205	-1525.57468253	210
-17679.0239345	-650299.318873	-3363.93642563	210
19725.5079443	-650305.04795	-3172.15502915	210
-53340.8671808	-657836.533759	-1522.63627921	1070
-218336.780286	-661338.010039	-1684.99395743	1040
-287466.722273	-670328.775853	-3232.46357407	230
-256403.114881	-670240.213331	-2230.397412	230
-219444.167067	-670250.351379	-566.769250397	230
-183552.829067	-670276.992227	-2007.17817372	230
-163320.06253	-674734.921972	-952.938445977	1050
-147548.293102	-670258.090438	-1046.36364739	230
-111618.988283	-670263.850858	-1001.825122	230
-75400.5862053	-670277.08802	-870.794042904	230
-39594.3108774	-670247.333472	-2351.01710193	230
-2941.12114287	-670259.836773	-4187.89279767	230
32543.0099978	-670261.934247	-3335.95283188	230
-108395.592611	-676973.229998	-1486.63232413	1060
-338008.444407	-690243.468035	-817.064868101	250
-302232.578633	-690258.987458	-1871.02341299	250
-266273.566043	-690274.814931	-4612.63964824	250
-230268.078974	-690288.308918	-4268.18359357	250
-194517.643582	-690283.104896	-1363.67225334	250
-158147.378605	-690279.616432	-671.41588129	250
-122234.6807	-690313.445088	-825.470788511	250
-86291.7262304	-690308.013393	-613.318391999	250
-53344.647692	-689780.751916	-2067.06103505	1070
-50228.4161085	-690309.598387	-2262.43640125	250
-14092.6987434	-690338.893435	-3048.06713853	250
20695.0185147	-690324.368178	-2332.30556629	250
56637.6848447	-690056.341515	-3740.87658675	1090
-218313.814107	-697262.836236	-2106.99915761	1040
1626.70553677	-698742.004739	-4033.67343733	1080
-163322.245841	-704379.082508	-1595.34079581	1050
-356395.113008	-710359.8045	-1408.65211173	270
-320715.741194	-710425.184341	-1302.19970695	270
